variable_name,units,value,data_reference
r_0_aortic_arch_C94,metre,0.0117401,ADAN_86
u_0_aortic_arch_C94,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_aortic_arch_C94,J_per_m3,0,user_defined
theta_aortic_arch_C94,dimensionless,90,defined_by_user
E_thoracic_aorta_C96,J_per_m3,400000,ADAN_86
l_thoracic_aorta_C96,metre,0.00989803,ADAN_86
r_0_thoracic_aorta_C96,metre,0.0104579,ADAN_86
u_0_thoracic_aorta_C96,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_thoracic_aorta_C96,J_per_m3,0,user_defined
theta_thoracic_aorta_C96,dimensionless,180,defined_by_user
E_thoracic_aorta_C100,J_per_m3,400000,ADAN_86
l_thoracic_aorta_C100,metre,0.00788038,ADAN_86
r_0_thoracic_aorta_C100,metre,0.0102897,ADAN_86
u_0_thoracic_aorta_C100,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_thoracic_aorta_C100,J_per_m3,0,user_defined
theta_thoracic_aorta_C100,dimensionless,180,defined_by_user
E_thoracic_aorta_C104,J_per_m3,400000,ADAN_86
l_thoracic_aorta_C104,metre,0.0155561,ADAN_86
r_0_thoracic_aorta_C104,metre,0.0100681,ADAN_86
u_0_thoracic_aorta_C104,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_thoracic_aorta_C104,J_per_m3,0,user_defined
theta_thoracic_aorta_C104,dimensionless,180,defined_by_user
E_thoracic_aorta_C108,J_per_m3,400000,ADAN_86
l_thoracic_aorta_C108,metre,0.00532705,ADAN_86
r_0_thoracic_aorta_C108,metre,0.00987279,ADAN_86
u_0_thoracic_aorta_C108,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_thoracic_aorta_C108,J_per_m3,0,user_defined
theta_thoracic_aorta_C108,dimensionless,180,defined_by_user
E_thoracic_aorta_C112,J_per_m3,400000,ADAN_86
l_thoracic_aorta_C112,metre,0.121566,ADAN_86
r_0_thoracic_aorta_C112,metre,0.00847543,ADAN_86
u_0_thoracic_aorta_C112,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_thoracic_aorta_C112,J_per_m3,0,user_defined
theta_thoracic_aorta_C112,dimensionless,180,defined_by_user
E_abdominal_aorta_C114,J_per_m3,400000,ADAN_86
l_abdominal_aorta_C114,metre,0.00324767,ADAN_86
r_0_abdominal_aorta_C114,metre,0.00751533,ADAN_86
u_0_abdominal_aorta_C114,J_per_m3,10640,AssumedRefOf80mmHg
theta_abdominal_aorta_C114,dimensionless,180,defined_by_user
u_ext_abdominal_aorta_C114,J_per_m3,0,user_defined
R_T_trunk_C_T,Js_per_m6,200000000,to_be_identified
C_T_trunk_C_T,m6_per_J,0.000000004,to_be_identified
u_ext_trunk_C_T,J_per_m3,0,user_defined
q_us_trunk_C_T,m3,0,user_defined_TO_DO
q_init_trunk_C_T,m3,0,user_defined_TO_DO
E_abdominal_aorta_C136,J_per_m3,400000,ADAN_86
l_abdominal_aorta_C136,metre,0.0139886,ADAN_86
r_0_abdominal_aorta_C136,metre,0.00742666,ADAN_86
u_0_abdominal_aorta_C136,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_abdominal_aorta_C136,J_per_m3,0,user_defined
theta_abdominal_aorta_C136,dimensionless,180,defined_by_user
E_abdominal_aorta_C164,J_per_m3,400000,ADAN_86
l_abdominal_aorta_C164,metre,0.00431913,ADAN_86
r_0_abdominal_aorta_C164,metre,0.00729199,ADAN_86
u_0_abdominal_aorta_C164,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_abdominal_aorta_C164,J_per_m3,0,user_defined
theta_abdominal_aorta_C164,dimensionless,180,defined_by_user
E_abdominal_aorta_C176,J_per_m3,400000,ADAN_86
l_abdominal_aorta_C176,metre,0.0119773,ADAN_86
r_0_abdominal_aorta_C176,metre,0.00718902,ADAN_86
u_0_abdominal_aorta_C176,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_abdominal_aorta_C176,J_per_m3,0,user_defined
theta_abdominal_aorta_C176,dimensionless,180,defined_by_user
E_abdominal_aorta_C188,J_per_m3,400000,ADAN_86
l_abdominal_aorta_C188,metre,0.0540907,ADAN_86
r_0_abdominal_aorta_C188,metre,0.00679934,ADAN_86
u_0_abdominal_aorta_C188,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_abdominal_aorta_C188,J_per_m3,0,user_defined
theta_abdominal_aorta_C188,dimensionless,180,defined_by_user
E_abdominal_aorta_C192,J_per_m3,400000,ADAN_86
l_abdominal_aorta_C192,metre,0.042231,ADAN_86
r_0_abdominal_aorta_C192,metre,0.00612422,ADAN_86
u_0_abdominal_aorta_C192,J_per_m3,10640,AssumedRefOf80mmHg
theta_abdominal_aorta_C192,dimensionless,180,defined_by_user
u_ext_abdominal_aorta_C192,J_per_m3,0,user_defined
E_common_iliac_L194,J_per_m3,400000,ADAN_86
l_common_iliac_L194,metre,0.0740524,ADAN_86
r_0_common_iliac_L194,metre,0.00428142,ADAN_86
u_0_common_iliac_L194,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_common_iliac_L194,J_per_m3,0,user_defined
theta_common_iliac_L194,dimensionless,180,defined_by_user
E_external_iliac_L198,J_per_m3,800000,ADAN_86
l_external_iliac_L198,metre,0.102358,ADAN_86
r_0_external_iliac_L198,metre,0.00328821,ADAN_86
u_0_external_iliac_L198,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_external_iliac_L198,J_per_m3,0,user_defined
theta_external_iliac_L198,dimensionless,180,defined_by_user
E_common_iliac_R216,J_per_m3,400000,ADAN_86
l_common_iliac_R216,metre,0.0764393,ADAN_86
r_0_common_iliac_R216,metre,0.00430633,ADAN_86
u_0_common_iliac_R216,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_common_iliac_R216,J_per_m3,0,user_defined
theta_common_iliac_R216,dimensionless,180,defined_by_user
E_external_iliac_R220,J_per_m3,800000,ADAN_86
l_external_iliac_R220,metre,0.102358,ADAN_86
r_0_external_iliac_R220,metre,0.00328821,ADAN_86
u_0_external_iliac_R220,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_external_iliac_R220,J_per_m3,0,user_defined
theta_external_iliac_R220,dimensionless,180,defined_by_user
E_femoral_L200,J_per_m3,800000,ADAN_86
l_femoral_L200,metre,0.0315982,ADAN_86
r_0_femoral_L200,metre,0.00317347,ADAN_86
u_0_femoral_L200,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_femoral_L200,J_per_m3,0,user_defined
theta_femoral_L200,dimensionless,180,defined_by_user
E_femoral_R222,J_per_m3,800000,ADAN_86
l_femoral_R222,metre,0.0315982,ADAN_86
r_0_femoral_R222,metre,0.00317347,ADAN_86
u_0_femoral_R222,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_femoral_R222,J_per_m3,0,user_defined
theta_femoral_R222,dimensionless,180,defined_by_user
R_T_leg_L_T,Js_per_m6,280000000,to_be_identified
C_T_leg_L_T,m6_per_J,4E-10,to_be_identified
u_ext_leg_L_T,J_per_m3,0,user_defined
q_us_leg_L_T,m3,0,user_defined_TO_DO
q_init_leg_L_T,m3,0,user_defined_TO_DO
R_T_leg_R_T,Js_per_m6,280000000,to_be_identified
C_T_leg_R_T,m6_per_J,4E-10,to_be_identified
u_ext_leg_R_T,J_per_m3,0,user_defined
q_us_leg_R_T,m3,0,user_defined_TO_DO
q_init_leg_R_T,m3,0,user_defined_TO_DO
R_venous_lb,Js_per_m6,0.0000001,small_chosen
C_venous_lb,m6_per_J,0.000001,to_be_identified
u_ext_venous_lb,J_per_m3,0,user_defined
I_venous_lb,Js2_per_m6,0.01,small_chosen
q_us_0_venous_lb,m3,0,user_defined
Delta_q_us_venous_lb,dimensionless,0,user_defined
Delta_C_venous_lb,dimensionless,0,user_defined
R_venous_ub,Js_per_m6,0.0000001,small_chosen
C_venous_ub,m6_per_J,0.000001,to_be_identified
u_ext_venous_ub,J_per_m3,0,user_defined
I_venous_ub,Js2_per_m6,0.01,small_chosen
q_us_0_venous_ub,m3,0,user_defined
Delta_q_us_venous_ub,dimensionless,0,user_defined
Delta_C_venous_ub,dimensionless,0,user_defined
R_venous_ivc,Js_per_m6,0.0000001,small_chosen
C_venous_ivc,m6_per_J,0.000001,to_be_identified
u_ext_venous_ivc,J_per_m3,0,user_defined
I_venous_ivc,Js2_per_m6,0.01,small_chosen
q_us_0_venous_ivc,m3,0,user_defined
Delta_q_us_venous_ivc,dimensionless,0,user_defined
Delta_C_venous_ivc,dimensionless,0,user_defined
R_venous_svc,Js_per_m6,0.0000001,small_chosen
C_venous_svc,m6_per_J,0.000001,to_be_identified
u_ext_venous_svc,J_per_m3,0,user_defined
I_venous_svc,Js2_per_m6,0.01,small_chosen
q_us_0_venous_svc,m3,0,user_defined
Delta_q_us_venous_svc,dimensionless,0,user_defined
Delta_C_venous_svc,dimensionless,0,user_defined
R_par,Js_per_m6,10664000,Blanco_2013_Table_8
C_par,m6_per_J,3.09077E-10,to_be_identified
u_ext_par,J_per_m3,0,user_defined
I_par,Js2_per_m6,0.000001,Blanco_2013_Table_8
u_0_par,J_per_m3,1463,Mynard&Smolich_2015_assumedRefOf11mmHg
q_0_par,m3,0,user_defined_TO_DO
r_0_par,metre,0.0135,Mynard&Smolich_2015_mainPA_NOT_USED
l_par,metre,0.043,Mynard&Smolich_2015_mainPA_NOT_USED
R_pvn,Js_per_m6,1333000,Blanco_2013_Table_8
C_pvn,m6_per_J,0.0000000060015,to_be_identified
u_ext_pvn,J_per_m3,0,user_defined
I_pvn,Js2_per_m6,0.000001,Blanco_2013_Table_8
u_0_pvn,J_per_m3,1330,Mynard&Smolich_2015_assumedRefOf10mmHg
q_0_pvn,m3,0,user_defined_TO_DO
r_0_pvn,metre,0.00864,Mynard&Smolich_2015_rightInfPV_NOT_USED
l_pvn,metre,0.0235237,Mynard&Smolich_2015_rightInfPV_NOT_USED
q_C_init_venous_lb,m3,0,user_defined
q_C_init_venous_ub,m3,0,user_defined
q_C_init_venous_ivc,m3,0,user_defined
q_C_init_venous_svc,m3,0,user_defined
