name,BC_type,vessel_type,inp_vessels,out_vessels
A_aorta_abdominal_3,pv_nonlinear_visco,arterial,A_aorta_abdominal_2  ,A_aorta_abdominal_4 K_tube_A_aorta_abdominal_3
A_aorta_abdominal_4,pv_nonlinear_visco,arterial,A_aorta_abdominal_3  ,A_aorta_abdominal_5 K_tube_A_aorta_abdominal_4 
A_aorta_abdominal_5,pv_nonlinear_visco,arterial,A_aorta_abdominal_4  ,A_aorta_abdominal_6 K_tube_A_aorta_abdominal_5 
A_aorta_abdominal_6,pv_nonlinear_visco,split_junction,A_aorta_abdominal_5  ,A_common_iliac_L A_common_iliac_R K_tube_A_aorta_abdominal_6
A_common_iliac_L,pv_nonlinear_visco,arterial,A_aorta_abdominal_6  ,leg_L_T K_tube_A_common_iliac_L  
A_common_iliac_R,pv_nonlinear_visco,arterial,A_aorta_abdominal_6  ,leg_R_T  K_tube_A_common_iliac_R  
leg_L_T,pp,arterial_simple_novisco,A_common_iliac_L     ,venous_leg_L_T
leg_R_T,pp,arterial_simple_novisco,A_common_iliac_R,venous_leg_R_T
venous_head_L_T,vp,venous_novisco,head_L_T,venous_svc
venous_head_R_T,vp,venous_novisco,head_R_T,venous_svc
venous_arm_L_T,vp_simple_novisco,Min_junction,arm_L_T hand_L_1_T hand_L_2_T hand_L_3_T,venous_svc
venous_arm_R_T,vp,venous_novisco,arm_R_T,venous_svc
venous_trunk_C_T,vp,venous_novisco,trunk_C_T,venous_ivc           
venous_leg_L_T,vp,venous_novisco,leg_L_T,venous_ivc           
venous_leg_R_T,vp,venous_novisco,leg_R_T,venous_ivc           
venous_ivc,vp_simple_novisco,Min_junction,venous_trunk_C_T venous_leg_L_T venous_leg_R_T,heart                
venous_svc,vp_simple_novisco,Min_junction,venous_head_L_T venous_head_R_T venous_arm_L_T venous_arm_R_T,heart                
K_tube_A_aorta_ascending_1,nn,material_prop_visco_const,A_aorta_ascending_1,
K_tube_A_aorta_ascending_2,nn,material_prop_visco_const,A_aorta_ascending_2,
K_tube_A_aorta_ascending_3,nn,material_prop_visco_const,A_aorta_ascending_3,
K_tube_A_aorta_ascending_4,nn,material_prop_visco_const,A_aorta_ascending_4,
K_tube_A_aortic_arch_1,nn,material_prop_visco_const,A_aortic_arch_1,
K_tube_A_aortic_arch_2,nn,material_prop_visco_const,A_aortic_arch_2,
K_tube_A_aortic_arch_3,nn,material_prop_visco_const,A_aortic_arch_3,
K_tube_A_brachiocephalic_trunk,nn,material_prop_visco_const,A_brachiocephalic_trunk,
K_tube_A_common_carotid_L,nn,material_prop_visco_const,A_common_carotid_L,
K_tube_A_common_carotid_R,nn,material_prop_visco_const,A_common_carotid_R,
K_tube_A_subclavian_L,nn,material_prop_visco_const,A_subclavian_L,
K_tube_A_subclavian_R,nn,material_prop_visco_const,A_subclavian_R,
K_tube_A_aortic_arch_4,nn,material_prop_visco_const,A_aortic_arch_4,
K_tube_A_aorta_thoracic_1,nn,material_prop_visco_const,A_aorta_thoracic_1,
K_tube_A_aorta_thoracic_2,nn,material_prop_visco_const,A_aorta_thoracic_2,
K_tube_A_aorta_thoracic_3,nn,material_prop_visco_const,A_aorta_thoracic_3,
K_tube_A_aorta_thoracic_4,nn,material_prop_visco_const,A_aorta_thoracic_4,
K_tube_A_aorta_thoracic_5,nn,material_prop_visco_const,A_aorta_thoracic_5,
K_tube_A_aorta_abdominal_1,nn,material_prop_visco_const,A_aorta_abdominal_1,
K_tube_A_aorta_abdominal_2,nn,material_prop_visco_const,A_aorta_abdominal_2,
K_tube_A_aorta_abdominal_3,nn,material_prop_visco_const,A_aorta_abdominal_3,
K_tube_A_aorta_abdominal_4,nn,material_prop_visco_const,A_aorta_abdominal_4,
K_tube_A_aorta_abdominal_5,nn,material_prop_visco_const,A_aorta_abdominal_5,
K_tube_A_aorta_abdominal_6,nn,material_prop_visco_const,A_aorta_abdominal_6,
K_tube_A_common_iliac_L,nn,material_prop_visco_const,A_common_iliac_L,
K_tube_A_common_iliac_R,nn,material_prop_visco_const,A_common_iliac_R,
A_axillary_L,pv_nonlinear_visco,arterial,A_subclavian_L,A_brachial_L K_tube_A_axillary_L
A_brachial_L,pv_nonlinear_visco,split_junction,A_axillary_L,A_radial_L A_ulnar_L K_tube_A_brachial_L
A_radial_L,pv_nonlinear_visco,split_junction,A_brachial_L,A_comm_palmar_digital_L_3 A_superficial_palmar_arch_L_2 K_tube_A_radial_L
A_ulnar_L,pv_nonlinear_visco,split_junction,A_brachial_L,A_comm_palmar_digital_L_1 A_superficial_palmar_arch_L_1 K_tube_A_ulnar_L
A_superficial_palmar_arch_L_1,pp_nonlinear_visco,arterial,A_ulnar_L,A_comm_palmar_digital_L_2 K_tube_A_superficial_palmar_arch_L_1
A_superficial_palmar_arch_L_2,pp_nonlinear_visco,arterial,A_radial_L,A_comm_palmar_digital_L_2 K_tube_A_superficial_palmar_arch_L_2
A_comm_palmar_digital_L_1,pv_nonlinear_visco,arterial,A_ulnar_L,hand_L_1_T K_tube_A_comm_palmar_digital_L_1
A_comm_palmar_digital_L_2,vv_nonlinear_visco,merge_junction,A_superficial_palmar_arch_L_1 A_superficial_palmar_arch_L_2,hand_L_2_T K_tube_A_comm_palmar_digital_L_2
A_comm_palmar_digital_L_3,pv_nonlinear_visco,arterial,A_radial_L,hand_L_3_T K_tube_A_comm_palmar_digital_L_3
hand_L_1_T,pp,arterial_simple_novisco,A_comm_palmar_digital_L_1,venous_arm_L_T
hand_L_2_T,pp,arterial_simple_novisco,A_comm_palmar_digital_L_2,venous_arm_L_T
hand_L_3_T,pp,arterial_simple_novisco,A_comm_palmar_digital_L_3,venous_arm_L_T
K_tube_A_axillary_L,nn,material_prop_visco_const,A_axillary_L,
K_tube_A_brachial_L,nn,material_prop_visco_const,A_brachial_L,
K_tube_A_radial_L,nn,material_prop_visco_const,A_radial_L,
K_tube_A_ulnar_L,nn,material_prop_visco_const,A_ulnar_L,
K_tube_A_superficial_palmar_arch_L_1,nn,material_prop_visco_const,A_superficial_palmar_arch_L_1,
K_tube_A_superficial_palmar_arch_L_2,nn,material_prop_visco_const,A_superficial_palmar_arch_L_2,
K_tube_A_comm_palmar_digital_L_1,nn,material_prop_visco_const,A_comm_palmar_digital_L_1,
K_tube_A_comm_palmar_digital_L_2,nn,material_prop_visco_const,A_comm_palmar_digital_L_2,
K_tube_A_comm_palmar_digital_L_3,nn,material_prop_visco_const,A_comm_palmar_digital_L_3,
