variable_name,units,value,data_reference
q_l_us_lung,m3,3.44E-05,YasuhiroFukui1972
q_t_us_lung,m3,6.63E-06,YasuhiroFukui1972
q_b_us_lung,m3,1.87E-05,YasuhiroFukui1972
q_A_us_lung,m3,1.26E-06,Bizotto2022
q_D_min_lung,m3,1e-05,user_defined
R_ml_lung,Js_per_m6,250000,changed_from_100058_from_Rideout1991
R_lt_lung,Js_per_m6,85000,changed_from_33016_from_Rideout1991
R_tb_lung,Js_per_m6,80000,changed_from_30017_from_Rideout1991
R_bA_lung,Js_per_m6,22000,changed_from_8006_from_Rideout1991
R_plwall_lung,Js_per_m6,10000,changed_from_1.00E+04_fromRideout1991
C_l_lung,m6_per_J,1.30E-08,YasuhiroFukui1972
C_t_lung,m6_per_J,2.43E-08,YasuhiroFukui1972
C_b_lung,m6_per_J,1.34E-06,YasuhiroFukui1972
C_A_lung,m6_per_J,2.04E-05,YasuhiroFukui1972_increased_to_get_approx_3L_volume
C_pl_lung,m6_per_J,2.50E-06,user_defined_to_be_identified
T_resp_lung,second,5,WestPulmonaryPhysiology2008
T_resp_min_lung,second,1.0,user_defined_TODO_refine
IE_ratio_lung,dimensionless,0.6,Bizotto2022
P_m,J_per_m3,0,known
R_pvn,Js_per_m6,1.33E+06,Blanco_2013_Table_8
C_pvn,m6_per_J,6.00E-09,to_be_identified
u_ext_pvn,J_per_m3,0,user_defined
I_pvn,Js2_per_m6,1.00E-06,Blanco_2013_Table_8
q_C_init_pvn,m3,1e-4,user_defined
q_us_0_pvn,m3,0,user_defined
Delta_q_us_pvn,m3,0,user_defined
Delta_C_pvn,m6_per_J,0.0,user_defined
rho,Js2_per_m5,1050,known
T,second,1,defined_by_user
T_min,second,0.25,defined_by_user
q_ra_us,m3,4.00E-06,Korakianitis_2006_Table_1
q_rv_us,m3,1.00E-05,Korakianitis_2006_Table_1
q_la_us,m3,4.00E-06,Korakianitis_2006_Table_1
q_lv_us,m3,5.00E-06,Korakianitis_2006_Table_1
q_ra_init,m3,4.00E-06,Korakianitis_2006_Table_1
q_rv_init,m3,0.1E-03,Korakianitis_2006_Table_1
q_la_init,m3,4.00E-06,Korakianitis_2006_Table_1
q_lv_init,m3,0.1E-03,user_defined
T_ac,second,0.17,Liang_2009_Table_2
T_ar,second,0.17,Liang_2009_Table_2
t_astart,second,0.8,Liang_2009_Table_2
T_vc,second,0.34,Liang_2009_Table_2
T_vr,second,0.15,Liang_2009_Table_2
t_vstart,second,0,Liang_2009_Table_2
E_ra_A,J_per_m6,8.00E+06,Liang_2009_Table_2
E_ra_B,J_per_m6,9.33E+06,Liang_2009_Table_2
E_rv_A,J_per_m6,60E+06,user_defined
E_rv_B,J_per_m6,0.2e6,user_defined
E_la_A,J_per_m6,9.33E+06,Liang_2009_Table_2
E_la_B,J_per_m6,1.20E+07,Liang_2009_Table_2
E_lv_A,J_per_m6,200e6,user_defined
E_lv_B,J_per_m6,20e6,user_defined
K_vo_trv,m3_per_Js,0.3,Mynard_2012
K_vo_puv,m3_per_Js,0.2,Mynard_2012
K_vo_miv,m3_per_Js,0.3,Mynard_2012
K_vo_aov,m3_per_Js,0.12,Mynard_2012
K_vc_trv,m3_per_Js,0.4,Mynard_2012
K_vc_puv,m3_per_Js,0.2,Mynard_2012
K_vc_miv,m3_per_Js,0.4,Mynard_2012
K_vc_aov,m3_per_Js,0.12,Mynard_2012
M_rg_trv,dimensionless,0,Mynard_2012
M_rg_puv,dimensionless,0,Mynard_2012
M_rg_miv,dimensionless,0,Mynard_2012
M_rg_aov,dimensionless,0,Mynard_2012
M_st_trv,dimensionless,1,Mynard_2012
M_st_puv,dimensionless,1,Mynard_2012
M_st_miv,dimensionless,1,Mynard_2012
M_st_aov,dimensionless,1,Mynard_2012
l_eff,metre,0.02,to_be_identified
A_nn_trv,m2,0.0008,Mynard_2012
A_nn_puv,m2,0.00071,Mynard_2012
A_nn_miv,m2,0.00077,Mynard_2012
A_nn_aov,m2,0.00068,Mynard_2012
E_ascending_aorta_A,J_per_m3,4.00E+05,ADAN_86
l_ascending_aorta_A,metre,1.53E-02,ADAN_86
r_0_ascending_aorta_A,metre,1.56E-02,ADAN_86
u_0_ascending_aorta_A,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_ascending_aorta_A,dimensionless,0,defined_by_user
u_ext_ascending_aorta_A,J_per_m3,0,user_defined
beta_g,dimensionless,0,user_defined
mu,Js_per_m3,0.004,known
g,m_per_s2,9.81,known
a_vessel,dimensionless,0.2802,TODO_reference
b_vessel,per_m,-505.3,TODO_reference
c_vessel,dimensionless,0.1324,TODO_reference
d_vessel,per_m,-11.14,TODO_reference
E_ascending_aorta_B,J_per_m3,4.00E+05,ADAN_86
l_ascending_aorta_B,metre,1.48E-02,ADAN_86
r_0_ascending_aorta_B,metre,1.51E-02,ADAN_86
u_0_ascending_aorta_B,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_ascending_aorta_B,J_per_m3,0,user_defined
theta_ascending_aorta_B,dimensionless,0,defined_by_user
E_ascending_aorta_C,J_per_m3,4.00E+05,ADAN_86
l_ascending_aorta_C,metre,1.48E-02,ADAN_86
r_0_ascending_aorta_C,metre,1.45E-02,ADAN_86
u_0_ascending_aorta_C,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_ascending_aorta_C,J_per_m3,0,user_defined
theta_ascending_aorta_C,dimensionless,0,defined_by_user
E_ascending_aorta_D,J_per_m3,4.00E+05,ADAN_86
l_ascending_aorta_D,metre,1.48E-02,ADAN_86
r_0_ascending_aorta_D,metre,1.39E-02,ADAN_86
u_0_ascending_aorta_D,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_ascending_aorta_D,J_per_m3,0,user_defined
theta_ascending_aorta_D,dimensionless,0,defined_by_user
E_aortic_arch_C2,J_per_m3,133642.1674,11_20_24_identified
l_aortic_arch_C2,metre,1.48E-02,ADAN_86
r_0_aortic_arch_C2,metre,1.33E-02,ADAN_86
u_0_aortic_arch_C2,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_aortic_arch_C2,dimensionless,90,defined_by_user
u_ext_aortic_arch_C2,J_per_m3,0,user_defined
E_aortic_arch_C46,J_per_m3,133642.1674,11_20_24_identified
l_aortic_arch_C46,metre,9.61E-03,ADAN_86
r_0_aortic_arch_C46,metre,1.28E-02,ADAN_86
u_0_aortic_arch_C46,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_aortic_arch_C46,dimensionless,90,defined_by_user
u_ext_aortic_arch_C46,J_per_m3,0,user_defined
E_aortic_arch_C64,J_per_m3,133642.1674,11_20_24_identified
l_aortic_arch_C64,metre,6.98E-03,ADAN_86
r_0_aortic_arch_C64,metre,1.24E-02,ADAN_86
u_0_aortic_arch_C64,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_aortic_arch_C64,dimensionless,90,defined_by_user
u_ext_aortic_arch_C64,J_per_m3,0,user_defined
E_brachiocephalic_trunk_C4,J_per_m3,4.00E+05,ADAN_86
l_brachiocephalic_trunk_C4,metre,4.74E-02,ADAN_86
r_0_brachiocephalic_trunk_C4,metre,6.42E-03,ADAN_86
u_0_brachiocephalic_trunk_C4,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_brachiocephalic_trunk_C4,dimensionless,0,defined_by_user
u_ext_brachiocephalic_trunk_C4,J_per_m3,0,user_defined
E_subclavian_L66,J_per_m3,4.00E+05,ADAN_86
l_subclavian_L66,metre,4.95E-02,ADAN_86
r_0_subclavian_L66,metre,3.99E-03,ADAN_86
u_0_subclavian_L66,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_subclavian_L66,dimensionless,90,defined_by_user
u_ext_subclavian_L66,J_per_m3,0,user_defined
E_subclavian_L78,J_per_m3,4.00E+05,ADAN_86
l_subclavian_L78,metre,4.11E-02,ADAN_86
r_0_subclavian_L78,metre,2.91E-03,ADAN_86
u_0_subclavian_L78,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_subclavian_L78,J_per_m3,0,user_defined
theta_subclavian_L78,dimensionless,90,defined_by_user
E_brachial_L82,J_per_m3,4.00E+05,ADAN_86
l_brachial_L82,metre,2.23E-01,ADAN_86
r_0_brachial_L82,metre,1.97E-03,ADAN_86
u_0_brachial_L82,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_brachial_L82,J_per_m3,0,user_defined
theta_brachial_L82,dimensionless,180,defined_by_user
E_common_carotid_L48_A,J_per_m3,4.00E+05,ADAN_86
l_common_carotid_L48_A,metre,3.03E-02,ADAN_86
r_0_common_carotid_L48_A,metre,4.37E-03,ADAN_86
u_0_common_carotid_L48_A,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_common_carotid_L48_A,J_per_m3,0,user_defined
theta_common_carotid_L48_A,dimensionless,0,defined_by_user
E_common_carotid_L48_B,J_per_m3,4.00E+05,ADAN_86
l_common_carotid_L48_B,metre,3.03E-02,ADAN_86
r_0_common_carotid_L48_B,metre,4.13E-03,ADAN_86
u_0_common_carotid_L48_B,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_common_carotid_L48_B,J_per_m3,0,user_defined
theta_common_carotid_L48_B,dimensionless,0,defined_by_user
E_common_carotid_L48_C,J_per_m3,4.00E+05,ADAN_86
l_common_carotid_L48_C,metre,3.03E-02,ADAN_86
r_0_common_carotid_L48_C,metre,3.92E-03,ADAN_86
u_0_common_carotid_L48_C,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_common_carotid_L48_C,J_per_m3,0,user_defined
theta_common_carotid_L48_C,dimensionless,0,defined_by_user
E_common_carotid_L48_D,J_per_m3,4.00E+05,ADAN_86
l_common_carotid_L48_D,metre,3.03E-02,ADAN_86
r_0_common_carotid_L48_D,metre,3.58E-03,ADAN_86
u_0_common_carotid_L48_D,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_common_carotid_L48_D,dimensionless,0,defined_by_user
u_ext_common_carotid_L48_D,J_per_m3,0,user_defined
E_common_carotid_R6_A,J_per_m3,4.00E+05,ADAN_86
l_common_carotid_R6_A,metre,2.71E-02,ADAN_86
r_0_common_carotid_R6_A,metre,4.43E-03,ADAN_86
u_0_common_carotid_R6_A,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_common_carotid_R6_A,J_per_m3,0,user_defined
theta_common_carotid_R6_A,dimensionless,0,defined_by_user
E_common_carotid_R6_B,J_per_m3,4.00E+05,ADAN_86
l_common_carotid_R6_B,metre,2.71E-02,ADAN_86
r_0_common_carotid_R6_B,metre,4.14E-03,ADAN_86
u_0_common_carotid_R6_B,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_common_carotid_R6_B,J_per_m3,0,user_defined
theta_common_carotid_R6_B,dimensionless,0,defined_by_user
E_common_carotid_R6_C,J_per_m3,4.00E+05,ADAN_86
l_common_carotid_R6_C,metre,2.71E-02,ADAN_86
r_0_common_carotid_R6_C,metre,3.65E-03,ADAN_86
u_0_common_carotid_R6_C,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_common_carotid_R6_C,dimensionless,0,defined_by_user
u_ext_common_carotid_R6_C,J_per_m3,0,user_defined
E_external_carotid_L62,J_per_m3,8.00E+05,ADAN_86
l_external_carotid_L62,metre,6.10E-02,ADAN_86
r_0_external_carotid_L62,metre,2.27E-03,ADAN_86
u_0_external_carotid_L62,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_external_carotid_L62,J_per_m3,0,user_defined
theta_external_carotid_L62,dimensionless,0,defined_by_user
E_external_carotid_R26,J_per_m3,8.00E+05,ADAN_86
l_external_carotid_R26,metre,6.10E-02,ADAN_86
r_0_external_carotid_R26,metre,2.27E-03,ADAN_86
u_0_external_carotid_R26,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_external_carotid_R26,J_per_m3,0,user_defined
theta_external_carotid_R26,dimensionless,0,defined_by_user
E_internal_carotid_L50_A,J_per_m3,8.00E+05,ADAN_86
l_internal_carotid_L50_A,metre,4.50E-02,ADAN_86
r_0_internal_carotid_L50_A,metre,2.54E-03,ADAN_86
u_0_internal_carotid_L50_A,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_internal_carotid_L50_A,J_per_m3,0,user_defined
theta_internal_carotid_L50_A,dimensionless,0,defined_by_user
E_internal_carotid_L50_B,J_per_m3,8.00E+05,ADAN_86
l_internal_carotid_L50_B,metre,4.50E-02,ADAN_86
r_0_internal_carotid_L50_B,metre,2.05E-03,ADAN_86
u_0_internal_carotid_L50_B,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_internal_carotid_L50_B,J_per_m3,0,user_defined
theta_internal_carotid_L50_B,dimensionless,0,defined_by_user
E_internal_carotid_L50_C,J_per_m3,1.60E+06,ADAN_86
l_internal_carotid_L50_C,metre,4.50E-02,ADAN_86
r_0_internal_carotid_L50_C,metre,1.57E-03,ADAN_86
u_0_internal_carotid_L50_C,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_internal_carotid_L50_C,dimensionless,0,defined_by_user
u_ext_internal_carotid_L50_C,J_per_m3,0,user_defined
E_internal_carotid_R8_A,J_per_m3,8.00E+05,ADAN_86
l_internal_carotid_R8_A,metre,4.50E-02,ADAN_86
r_0_internal_carotid_R8_A,metre,2.54E-03,ADAN_86
u_0_internal_carotid_R8_A,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_internal_carotid_R8_A,J_per_m3,0,user_defined
theta_internal_carotid_R8_A,dimensionless,0,defined_by_user
E_internal_carotid_R8_B,J_per_m3,8.00E+05,ADAN_86
l_internal_carotid_R8_B,metre,4.50E-02,ADAN_86
r_0_internal_carotid_R8_B,metre,2.05E-03,ADAN_86
u_0_internal_carotid_R8_B,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_internal_carotid_R8_B,J_per_m3,0,user_defined
theta_internal_carotid_R8_B,dimensionless,0,defined_by_user
E_internal_carotid_R8_C,J_per_m3,1.60E+06,ADAN_86
l_internal_carotid_R8_C,metre,4.50E-02,ADAN_86
r_0_internal_carotid_R8_C,metre,1.57E-03,ADAN_86
u_0_internal_carotid_R8_C,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_internal_carotid_R8_C,dimensionless,0,defined_by_user
u_ext_internal_carotid_R8_C,J_per_m3,0,user_defined
E_posterior_communicating_L8,J_per_m3,1.60E+06,ADAN_218
l_posterior_communicating_L8,metre,1.66E-02,ADAN_218
r_0_posterior_communicating_L8,metre,4.94E-04,ADAN_218
u_0_posterior_communicating_L8,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_posterior_communicating_L8,J_per_m3,0,user_defined
theta_posterior_communicating_L8,dimensionless,90,defined_by_user
E_posterior_communicating_R206,J_per_m3,1.60E+06,ADAN_218
l_posterior_communicating_R206,metre,1.66E-02,ADAN_218
r_0_posterior_communicating_R206,metre,4.94E-04,ADAN_218
u_0_posterior_communicating_R206,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_posterior_communicating_R206,J_per_m3,0,user_defined
theta_posterior_communicating_R206,dimensionless,90,defined_by_user
E_internal_carotid_L112,J_per_m3,1.60E+06,ADAN_218
l_internal_carotid_L112,metre,1.97E-03,ADAN_218
r_0_internal_carotid_L112,metre,1.33E-03,ADAN_218
u_0_internal_carotid_L112,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_internal_carotid_L112,dimensionless,90,defined_by_user
u_ext_internal_carotid_L112,J_per_m3,0,user_defined
E_internal_carotid_R48,J_per_m3,1.60E+06,ADAN_218
l_internal_carotid_R48,metre,1.97E-03,ADAN_218
r_0_internal_carotid_R48,metre,1.33E-03,ADAN_218
u_0_internal_carotid_R48,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_internal_carotid_R48,dimensionless,90,defined_by_user
u_ext_internal_carotid_R48,J_per_m3,0,user_defined
E_middle_cerebral_L114,J_per_m3,1.60E+06,ADAN_218
l_middle_cerebral_L114,metre,1.82E-03,ADAN_218
r_0_middle_cerebral_L114,metre,1.04E-03,ADAN_218
u_0_middle_cerebral_L114,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_middle_cerebral_L114,J_per_m3,0,user_defined
theta_middle_cerebral_L114,dimensionless,90,defined_by_user
E_middle_cerebral_R52,J_per_m3,1.60E+06,ADAN_218
l_middle_cerebral_R52,metre,1.82E-03,ADAN_218
r_0_middle_cerebral_R52,metre,1.04E-03,ADAN_218
u_0_middle_cerebral_R52,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_middle_cerebral_R52,J_per_m3,0,user_defined
theta_middle_cerebral_R52,dimensionless,90,defined_by_user
E_anterior_cerebral_L110,J_per_m3,1.60E+06,ADAN_218
l_anterior_cerebral_L110,metre,1.06E-02,ADAN_218
r_0_anterior_cerebral_L110,metre,9.65E-04,ADAN_218
u_0_anterior_cerebral_L110,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_anterior_cerebral_L110,J_per_m3,0,user_defined
theta_anterior_cerebral_L110,dimensionless,90,defined_by_user
E_anterior_cerebral_R46,J_per_m3,1.60E+06,ADAN_218
l_anterior_cerebral_R46,metre,1.06E-02,ADAN_218
r_0_anterior_cerebral_R46,metre,9.65E-04,ADAN_218
u_0_anterior_cerebral_R46,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_anterior_cerebral_R46,dimensionless,90,defined_by_user
u_ext_anterior_cerebral_R46,J_per_m3,0,user_defined
E_anterior_cerebral_R238,J_per_m3,1.60E+06,ADAN_218
l_anterior_cerebral_R238,metre,1.15E-03,ADAN_218
r_0_anterior_cerebral_R238,metre,9.65E-04,ADAN_218
u_0_anterior_cerebral_R238,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_anterior_cerebral_R238,J_per_m3,0,user_defined
theta_anterior_cerebral_R238,dimensionless,90,defined_by_user
E_anterior_cerebral_L42,J_per_m3,1.60E+06,ADAN_218
l_anterior_cerebral_L42,metre,1.15E-03,ADAN_218
r_0_anterior_cerebral_L42,metre,9.65E-04,ADAN_218
u_0_anterior_cerebral_L42,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_anterior_cerebral_L42,J_per_m3,0,user_defined
theta_anterior_cerebral_L42,dimensionless,90,defined_by_user
E_anterior_communicating_C44,J_per_m3,1.60E+06,ADAN_218
l_anterior_communicating_C44,metre,5.66E-03,ADAN_218
r_0_anterior_communicating_C44,metre,6.57E-04,ADAN_218
u_0_anterior_communicating_C44,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_anterior_communicating_C44,J_per_m3,0,user_defined
theta_anterior_communicating_C44,dimensionless,90,defined_by_user
E_vertebral_L2,J_per_m3,8.00E+05,ADAN_86
l_vertebral_L2,metre,2.10E-01,ADAN_86
r_0_vertebral_L2,metre,1.34E-03,ADAN_86
u_0_vertebral_L2,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_vertebral_L2,J_per_m3,0,user_defined
theta_vertebral_L2,dimensionless,0,defined_by_user
E_subclavian_R28,J_per_m3,4.00E+05,ADAN_86
l_subclavian_R28,metre,1.57E-02,ADAN_86
r_0_subclavian_R28,metre,4.52E-03,ADAN_86
u_0_subclavian_R28,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_subclavian_R28,dimensionless,90,defined_by_user
u_ext_subclavian_R28,J_per_m3,0,user_defined
E_subclavian_R30,J_per_m3,4.00E+05,ADAN_86
l_subclavian_R30,metre,4.11E-02,ADAN_86
r_0_subclavian_R30,metre,3.32E-03,ADAN_86
u_0_subclavian_R30,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_subclavian_R30,J_per_m3,0,user_defined
theta_subclavian_R30,dimensionless,90,defined_by_user
E_brachial_R34,J_per_m3,4.00E+05,ADAN_86
l_brachial_R34,metre,2.23E-01,ADAN_86
r_0_brachial_R34,metre,1.97E-03,ADAN_86
u_0_brachial_R34,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_brachial_R34,J_per_m3,0,user_defined
theta_brachial_R34,dimensionless,180,defined_by_user
E_vertebral_R272,J_per_m3,8.00E+05,ADAN_86
l_vertebral_R272,metre,2.10E-01,ADAN_86
r_0_vertebral_R272,metre,1.34E-03,ADAN_86
u_0_vertebral_R272,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_vertebral_R272,J_per_m3,0,user_defined
theta_vertebral_R272,dimensionless,0,defined_by_user
E_basilar_C4,J_per_m3,1.60E+06,ADAN_218
l_basilar_C4,metre,2.26E-02,ADAN_218
r_0_basilar_C4,metre,1.72E-03,ADAN_218
u_0_basilar_C4,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_basilar_C4,dimensionless,90,defined_by_user
u_ext_basilar_C4,J_per_m3,0,user_defined
E_posterior_cerebral_pre_L6,J_per_m3,1.60E+06,ADAN_218
l_posterior_cerebral_pre_L6,metre,6.98E-03,ADAN_218
r_0_posterior_cerebral_pre_L6,metre,8.16E-04,ADAN_218
u_0_posterior_cerebral_pre_L6,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_posterior_cerebral_pre_L6,J_per_m3,0,user_defined
theta_posterior_cerebral_pre_L6,dimensionless,90,defined_by_user
E_posterior_cerebral_post_L12,J_per_m3,1.60E+06,ADAN_218
l_posterior_cerebral_post_L12,metre,1.28E-02,ADAN_218
r_0_posterior_cerebral_post_L12,metre,8.69E-04,ADAN_218
u_0_posterior_cerebral_post_L12,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_posterior_cerebral_post_L12,J_per_m3,0,user_defined
theta_posterior_cerebral_post_L12,dimensionless,90,defined_by_user
E_posterior_cerebral_pre_R204,J_per_m3,1.60E+06,ADAN_218
l_posterior_cerebral_pre_R204,metre,7.78E-03,ADAN_218
r_0_posterior_cerebral_pre_R204,metre,8.16E-04,ADAN_218
u_0_posterior_cerebral_pre_R204,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_posterior_cerebral_pre_R204,J_per_m3,0,user_defined
theta_posterior_cerebral_pre_R204,dimensionless,90,defined_by_user
E_posterior_cerebral_post_R208,J_per_m3,1.60E+06,ADAN_218
l_posterior_cerebral_post_R208,metre,1.28E-02,ADAN_218
r_0_posterior_cerebral_post_R208,metre,8.69E-04,ADAN_218
u_0_posterior_cerebral_post_R208,J_per_m3,10.64e3,AssumedRefOf80mmHg
u_ext_posterior_cerebral_post_R208,J_per_m3,0,user_defined
theta_posterior_cerebral_post_R208,dimensionless,90,defined_by_user
R_T_posterior_cerebral_L_T,Js_per_m6,11999999999.999998,calc_from_user_assumptions
C_T_posterior_cerebral_L_T,m6_per_J,1.00E-11,to_be_identified
I_T_posterior_cerebral_L_T,Js2_per_m6,1.00E-06,defined_by_user
u_ext_posterior_cerebral_L_T,J_per_m3,0,user_defined
Delta_R_posterior_cerebral_L_T,dimensionless,0,user_defined
R_T_posterior_cerebral_R_T,Js_per_m6,11999999999.999998,calc_from_user_assumptions
C_T_posterior_cerebral_R_T,m6_per_J,1.00E-11,to_be_identified
I_T_posterior_cerebral_R_T,Js2_per_m6,1.00E-06,defined_by_user
u_ext_posterior_cerebral_R_T,J_per_m3,0,user_defined
Delta_R_posterior_cerebral_R_T,dimensionless,0,user_defined
R_T_external_carotid_L_T,Js_per_m6,4000000000.0,calc_from_user_assumptions
C_T_external_carotid_L_T,m6_per_J,6.01E-11,to_be_identified
I_T_external_carotid_L_T,Js2_per_m6,1.00E-06,defined_by_user
u_ext_external_carotid_L_T,J_per_m3,0,user_defined
Delta_R_external_carotid_L_T,dimensionless,0,user_defined
R_T_external_carotid_R_T,Js_per_m6,4000000000.0,calc_from_user_assumptions
C_T_external_carotid_R_T,m6_per_J,6.03E-11,to_be_identified
I_T_external_carotid_R_T,Js2_per_m6,1.00E-06,defined_by_user
u_ext_external_carotid_R_T,J_per_m3,0,user_defined
Delta_R_external_carotid_R_T,dimensionless,0,user_defined
R_T_middle_cerebral_L_T,Js_per_m6,4000000000.0,calc_from_user_assumptions
C_T_middle_cerebral_L_T,m6_per_J,1.00E-11,to_be_identified
I_T_middle_cerebral_L_T,Js2_per_m6,1.00E-06,defined_by_user
u_ext_middle_cerebral_L_T,J_per_m3,0,user_defined
Delta_R_middle_cerebral_L_T,dimensionless,0,user_defined
R_T_middle_cerebral_R_T,Js_per_m6,4000000000.0,calc_from_user_assumptions
C_T_middle_cerebral_R_T,m6_per_J,1.00E-11,to_be_identified
I_T_middle_cerebral_R_T,Js2_per_m6,1.00E-06,defined_by_user
u_ext_middle_cerebral_R_T,J_per_m3,0,user_defined
Delta_R_middle_cerebral_R_T,dimensionless,0,user_defined
R_T_anterior_cerebral_L_T,Js_per_m6,5999999999.999999,calc_from_user_assumptions
C_T_anterior_cerebral_L_T,m6_per_J,1.00E-11,to_be_identified
I_T_anterior_cerebral_L_T,Js2_per_m6,1.00E-06,defined_by_user
u_ext_anterior_cerebral_L_T,J_per_m3,0,user_defined
Delta_R_anterior_cerebral_L_T,dimensionless,0,user_defined
R_T_anterior_cerebral_R_T,Js_per_m6,5999999999.999999,calc_from_user_assumptions
C_T_anterior_cerebral_R_T,m6_per_J,1.00E-11,to_be_identified
I_T_anterior_cerebral_R_T,Js2_per_m6,1.00E-06,defined_by_user
u_ext_anterior_cerebral_R_T,J_per_m3,0,user_defined
Delta_R_anterior_cerebral_R_T,dimensionless,0,user_defined
