variable_name,units,value,data_reference
E_abdominal_aorta_C188,J_per_m3,400000,ADAN_86
l_abdominal_aorta_C188,metre,0.0540907,ADAN_86
r_0_abdominal_aorta_C188,metre,0.00679934,ADAN_86
u_0_abdominal_aorta_C188,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_abdominal_aorta_C188,dimensionless,180,defined_by_user
E_abdominal_aorta_C192,J_per_m3,400000,ADAN_86
l_abdominal_aorta_C192,metre,0.042231,ADAN_86
r_0_abdominal_aorta_C192,metre,0.00612422,ADAN_86
u_0_abdominal_aorta_C192,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_abdominal_aorta_C192,dimensionless,180,defined_by_user
R_T_posterior_intercostal_T1_R98,Js_per_m6,22580900000,ADAN_86
C_T_posterior_intercostal_T1_R98,m6_per_J,2.2736E-12,ADAN_86
R_T_posterior_intercostal_T1_L102,Js_per_m6,23166100000,ADAN_86
C_T_posterior_intercostal_T1_L102,m6_per_J,2.2162E-12,ADAN_86
R_T_posterior_intercostal_T2_R106,Js_per_m6,21067800000,ADAN_86
C_T_posterior_intercostal_T2_R106,m6_per_J,2.4369E-12,ADAN_86
R_T_posterior_intercostal_T2_L110,Js_per_m6,21248300000,ADAN_86
C_T_posterior_intercostal_T2_L110,m6_per_J,2.4162E-12,ADAN_86
E_celiac_trunk_C116,J_per_m3,400000,ADAN_86
l_celiac_trunk_C116,metre,0.0169374,ADAN_86
r_0_celiac_trunk_C116,metre,0.00329653,ADAN_86
u_0_celiac_trunk_C116,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_celiac_trunk_C116,dimensionless,90,defined_by_user
E_splenic_T2_C118,J_per_m3,400000,ADAN_86
l_splenic_T2_C118,metre,0.0039576,ADAN_86
r_0_splenic_T2_C118,metre,0.00216682,ADAN_86
u_0_splenic_T2_C118,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_splenic_T2_C118,dimensionless,90,defined_by_user
R_T_left_gastric_T3_C120,Js_per_m6,31125100000,ADAN_86
C_T_left_gastric_T3_C120,m6_per_J,1.6495E-12,ADAN_86
E_splenic_T2_C122,J_per_m3,400000,ADAN_86
l_splenic_T2_C122,metre,0.00279812,ADAN_86
r_0_splenic_T2_C122,metre,0.00216682,ADAN_86
u_0_splenic_T2_C122,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_splenic_T2_C122,dimensionless,90,defined_by_user
R_T_dorsal_pancreatic_T1_C124,Js_per_m6,16631300000,ADAN_86
C_T_dorsal_pancreatic_T1_C124,m6_per_J,1.5055E-11,ADAN_86
R_T_splenic_T2_C126,Js_per_m6,429028000,ADAN_86
C_T_splenic_T2_C126,m6_per_J,1.1967E-10,ADAN_86
E_common_hepatic_C128,J_per_m3,400000,ADAN_86
l_common_hepatic_C128,metre,0.0693076,ADAN_86
r_0_common_hepatic_C128,metre,0.00268614,ADAN_86
u_0_common_hepatic_C128,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_common_hepatic_C128,dimensionless,90,defined_by_user
E_hepatic_artery_proper_C130,J_per_m3,400000,ADAN_86
l_hepatic_artery_proper_C130,metre,0.0168059,ADAN_86
r_0_hepatic_artery_proper_C130,metre,0.00177555,ADAN_86
u_0_hepatic_artery_proper_C130,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_hepatic_artery_proper_C130,dimensionless,0,defined_by_user
R_T_hepatic_artery_proper_left_branch_C132,Js_per_m6,852085000,ADAN_86
C_T_hepatic_artery_proper_left_branch_C132,m6_per_J,6.0253E-11,ADAN_86
R_T_hepatic_artery_proper_right_branch_C134,Js_per_m6,471438000,ADAN_86
C_T_hepatic_artery_proper_right_branch_C134,m6_per_J,1.089E-10,ADAN_86
E_superior_mesenteric_T4_C138,J_per_m3,400000,ADAN_86
l_superior_mesenteric_T4_C138,metre,0.0495492,ADAN_86
r_0_superior_mesenteric_T4_C138,metre,0.00372737,ADAN_86
u_0_superior_mesenteric_T4_C138,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_superior_mesenteric_T4_C138,dimensionless,180,defined_by_user
R_T_middle_colic_T8_C140,Js_per_m6,2686500000,ADAN_86
C_T_middle_colic_T8_C140,m6_per_J,1.9111E-11,ADAN_86
E_superior_mesenteric_T4_C142,J_per_m3,400000,ADAN_86
l_superior_mesenteric_T4_C142,metre,0.0351664,ADAN_86
r_0_superior_mesenteric_T4_C142,metre,0.00340146,ADAN_86
u_0_superior_mesenteric_T4_C142,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_superior_mesenteric_T4_C142,dimensionless,180,defined_by_user
R_T_jejunal_3_T10_C144,Js_per_m6,1969520000,ADAN_86
C_T_jejunal_3_T10_C144,m6_per_J,2.6067E-11,ADAN_86
E_superior_mesenteric_T4_C146,J_per_m3,400000,ADAN_86
l_superior_mesenteric_T4_C146,metre,0.0322488,ADAN_86
r_0_superior_mesenteric_T4_C146,metre,0.00306914,ADAN_86
u_0_superior_mesenteric_T4_C146,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_superior_mesenteric_T4_C146,dimensionless,180,defined_by_user
R_T_jejunal_6_T11_C148,Js_per_m6,1969520000,ADAN_86
C_T_jejunal_6_T11_C148,m6_per_J,2.6067E-11,ADAN_86
E_superior_mesenteric_T4_C150,J_per_m3,400000,ADAN_86
l_superior_mesenteric_T4_C150,metre,0.0167458,ADAN_86
r_0_superior_mesenteric_T4_C150,metre,0.00285201,ADAN_86
u_0_superior_mesenteric_T4_C150,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_superior_mesenteric_T4_C150,dimensionless,180,defined_by_user
R_T_ileocolic_T9_C152,Js_per_m6,971722000,ADAN_86
C_T_ileocolic_T9_C152,m6_per_J,5.2835E-11,ADAN_86
E_superior_mesenteric_T4_C154,J_per_m3,400000,ADAN_86
l_superior_mesenteric_T4_C154,metre,0.0230546,ADAN_86
r_0_superior_mesenteric_T4_C154,metre,0.00269257,ADAN_86
u_0_superior_mesenteric_T4_C154,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_superior_mesenteric_T4_C154,dimensionless,180,defined_by_user
R_T_ileal_4_T12_C156,Js_per_m6,1329640000,ADAN_86
C_T_ileal_4_T12_C156,m6_per_J,3.8612E-11,ADAN_86
E_superior_mesenteric_T4_C158,J_per_m3,400000,ADAN_86
l_superior_mesenteric_T4_C158,metre,0.0205397,ADAN_86
r_0_superior_mesenteric_T4_C158,metre,0.00249385,ADAN_86
u_0_superior_mesenteric_T4_C158,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_superior_mesenteric_T4_C158,dimensionless,180,defined_by_user
R_T_ileal_6_T13_C160,Js_per_m6,1329640000,ADAN_86
C_T_ileal_6_T13_C160,m6_per_J,3.8612E-11,ADAN_86
R_T_superior_mesenteric_T4_C162,Js_per_m6,880745000,ADAN_86
C_T_superior_mesenteric_T4_C162,m6_per_J,5.8292E-11,ADAN_86
E_renal_L166,J_per_m3,400000,ADAN_86
l_renal_L166,metre,0.0220037,ADAN_86
r_0_renal_L166,metre,0.00273574,ADAN_86
u_0_renal_L166,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_renal_L166,dimensionless,90,defined_by_user
E_renal_anterior_branch_L168,J_per_m3,400000,ADAN_86
l_renal_anterior_branch_L168,metre,0.0108789,ADAN_86
r_0_renal_anterior_branch_L168,metre,0.00248193,ADAN_86
u_0_renal_anterior_branch_L168,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_renal_anterior_branch_L168,dimensionless,90,defined_by_user
R_T_inferior_segmental_T5_L170,Js_per_m6,526057000,ADAN_86
C_T_inferior_segmental_T5_L170,m6_per_J,9.7595E-11,ADAN_86
R_T_superior_segmental_T4_L172,Js_per_m6,526057000,ADAN_86
C_T_superior_segmental_T4_L172,m6_per_J,9.7595E-11,ADAN_86
R_T_renal_posterior_branch_T3_L174,Js_per_m6,931304000,ADAN_86
C_T_renal_posterior_branch_T3_L174,m6_per_J,5.5127E-11,ADAN_86
E_renal_R178,J_per_m3,400000,ADAN_86
l_renal_R178,metre,0.0377403,ADAN_86
r_0_renal_R178,metre,0.00296767,ADAN_86
u_0_renal_R178,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_renal_R178,dimensionless,90,defined_by_user
E_renal_anterior_branch_R180,J_per_m3,400000,ADAN_86
l_renal_anterior_branch_R180,metre,0.0108792,ADAN_86
r_0_renal_anterior_branch_R180,metre,0.00248193,ADAN_86
u_0_renal_anterior_branch_R180,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_renal_anterior_branch_R180,dimensionless,90,defined_by_user
R_T_superior_segmental_T4_R182,Js_per_m6,527823000,ADAN_86
C_T_superior_segmental_T4_R182,m6_per_J,9.7268E-11,ADAN_86
R_T_inferior_segmental_T5_R184,Js_per_m6,527823000,ADAN_86
C_T_inferior_segmental_T5_R184,m6_per_J,9.7268E-11,ADAN_86
R_T_renal_posterior_branch_T3_R186,Js_per_m6,934431000,ADAN_86
C_T_renal_posterior_branch_T3_R186,m6_per_J,5.4943E-11,ADAN_86
R_T_inferior_mesenteric_T5_C190,Js_per_m6,2167460000,ADAN_86
C_T_inferior_mesenteric_T5_C190,m6_per_J,2.3687E-11,ADAN_86
E_subclavian_R28,J_per_m3,400000,ADAN_86
l_subclavian_R28,metre,0.0157469,ADAN_86
r_0_subclavian_R28,metre,0.00452027,ADAN_86
u_0_subclavian_R28,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_subclavian_R28,dimensionless,90,defined_by_user
E_subclavian_R30,J_per_m3,400000,ADAN_86
l_subclavian_R30,metre,0.0411419,ADAN_86
r_0_subclavian_R30,metre,0.00332268,ADAN_86
u_0_subclavian_R30,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_subclavian_R30,dimensionless,90,defined_by_user
E_axillary_R32,J_per_m3,400000,ADAN_86
l_axillary_R32,metre,0.120021,ADAN_86
r_0_axillary_R32,metre,0.00218463,ADAN_86
u_0_axillary_R32,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_axillary_R32,dimensionless,180,defined_by_user
E_brachial_R34,J_per_m3,400000,ADAN_86
l_brachial_R34,metre,0.223119,ADAN_86
r_0_brachial_R34,metre,0.00196732,ADAN_86
u_0_brachial_R34,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_brachial_R34,dimensionless,180,defined_by_user
E_ulnar_T2_R36,J_per_m3,800000,ADAN_86
l_ulnar_T2_R36,metre,0.0297599,ADAN_86
r_0_ulnar_T2_R36,metre,0.001408,ADAN_86
u_0_ulnar_T2_R36,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_ulnar_T2_R36,dimensionless,180,defined_by_user
E_common_interosseous_R38,J_per_m3,1600000,ADAN_86
l_common_interosseous_R38,metre,0.0162682,ADAN_86
r_0_common_interosseous_R38,metre,0.000959006,ADAN_86
u_0_common_interosseous_R38,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_common_interosseous_R38,dimensionless,180,defined_by_user
R_T_posterior_interosseous_T3_R40,Js_per_m6,4333780000,ADAN_86
C_T_posterior_interosseous_T3_R40,m6_per_J,1.1847E-11,ADAN_86
R_T_ulnar_T2_R42,Js_per_m6,1064900000,ADAN_86
C_T_ulnar_T2_R42,m6_per_J,4.8212E-11,ADAN_86
R_T_radial_T1_R44,Js_per_m6,1045880000,ADAN_86
C_T_radial_T1_R44,m6_per_J,4.9088E-11,ADAN_86
E_subclavian_L66,J_per_m3,400000,ADAN_86
l_subclavian_L66,metre,0.0494669,ADAN_86
r_0_subclavian_L66,metre,0.00399235,ADAN_86
u_0_subclavian_L66,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_subclavian_L66,dimensionless,90,defined_by_user
E_subclavian_L78,J_per_m3,400000,ADAN_86
l_subclavian_L78,metre,0.0411396,ADAN_86
r_0_subclavian_L78,metre,0.00290824,ADAN_86
u_0_subclavian_L78,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_subclavian_L78,dimensionless,90,defined_by_user
E_axillary_L80,J_per_m3,400000,ADAN_86
l_axillary_L80,metre,0.120021,ADAN_86
r_0_axillary_L80,metre,0.00218463,ADAN_86
u_0_axillary_L80,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_axillary_L80,dimensionless,180,defined_by_user
E_brachial_L82,J_per_m3,400000,ADAN_86
l_brachial_L82,metre,0.223119,ADAN_86
r_0_brachial_L82,metre,0.00196732,ADAN_86
u_0_brachial_L82,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_brachial_L82,dimensionless,180,defined_by_user
E_ulnar_T2_L84,J_per_m3,800000,ADAN_86
l_ulnar_T2_L84,metre,0.0297594,ADAN_86
r_0_ulnar_T2_L84,metre,0.001408,ADAN_86
u_0_ulnar_T2_L84,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_ulnar_T2_L84,dimensionless,180,defined_by_user
E_common_interosseous_L86,J_per_m3,1600000,ADAN_86
l_common_interosseous_L86,metre,0.0162681,ADAN_86
r_0_common_interosseous_L86,metre,0.000959006,ADAN_86
u_0_common_interosseous_L86,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_common_interosseous_L86,dimensionless,180,defined_by_user
R_T_posterior_interosseous_T3_L88,Js_per_m6,4349480000,ADAN_86
C_T_posterior_interosseous_T3_L88,m6_per_J,1.1804E-11,ADAN_86
R_T_ulnar_T2_L90,Js_per_m6,1085530000,ADAN_86
C_T_ulnar_T2_L90,m6_per_J,4.7295E-11,ADAN_86
R_T_radial_T1_L92,Js_per_m6,1027150000,ADAN_86
C_T_radial_T1_L92,m6_per_J,4.9983E-11,ADAN_86
E_common_carotid_R6,J_per_m3,400000,EMPTY_MUST_BE_FILLED
l_common_carotid_R6,metre,0.0812532,EMPTY_MUST_BE_FILLED
r_0_common_carotid_R6,metre,0.00443,EMPTY_MUST_BE_FILLED
u_0_common_carotid_R6,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_common_carotid_R6,dimensionless,0,EMPTY_MUST_BE_FILLED
E_internal_carotid_R8,J_per_m3,800000,EMPTY_MUST_BE_FILLED
l_internal_carotid_R8,metre,0.135108,EMPTY_MUST_BE_FILLED
r_0_internal_carotid_R8,metre,0.00254,EMPTY_MUST_BE_FILLED
u_0_internal_carotid_R8,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_internal_carotid_R8,dimensionless,0,EMPTY_MUST_BE_FILLED
R_T_external_carotid_T2_R26,Js_per_m6,851000000,EMPTY_MUST_BE_FILLED
C_T_external_carotid_T2_R26,m6_per_J,6.03E-11,EMPTY_MUST_BE_FILLED
E_common_carotid_L48,J_per_m3,400000,EMPTY_MUST_BE_FILLED
l_common_carotid_L48,metre,0.091017,EMPTY_MUST_BE_FILLED
r_0_common_carotid_L48,metre,0.00437,EMPTY_MUST_BE_FILLED
u_0_common_carotid_L48,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_common_carotid_L48,dimensionless,0,EMPTY_MUST_BE_FILLED
E_internal_carotid_L50,J_per_m3,800000,EMPTY_MUST_BE_FILLED
l_internal_carotid_L50,metre,0.135108,EMPTY_MUST_BE_FILLED
r_0_internal_carotid_L50,metre,0.00254,EMPTY_MUST_BE_FILLED
u_0_internal_carotid_L50,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_internal_carotid_L50,dimensionless,0,EMPTY_MUST_BE_FILLED
R_T_external_carotid_T2_L62,Js_per_m6,854000000,EMPTY_MUST_BE_FILLED
C_T_external_carotid_T2_L62,m6_per_J,6.01E-11,EMPTY_MUST_BE_FILLED
E_anterior_cerebral_L110,J_per_m3,1600000,ADAN_218
l_anterior_cerebral_L110,metre,0.0105951,ADAN_218
r_0_anterior_cerebral_L110,metre,0.000965045,ADAN_218
u_0_anterior_cerebral_L110,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_anterior_cerebral_L110,dimensionless,90,defined_by_user
E_anterior_cerebral_L38,J_per_m3,1600000,ADAN_218
l_anterior_cerebral_L38,metre,0.02809,ADAN_218
r_0_anterior_cerebral_L38,metre,0.000965045,ADAN_218
u_0_anterior_cerebral_L38,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_anterior_cerebral_L38,dimensionless,90,defined_by_user
E_anterior_cerebral_L42,J_per_m3,1600000,ADAN_218
l_anterior_cerebral_L42,metre,0.00114668,ADAN_218
r_0_anterior_cerebral_L42,metre,0.000965045,ADAN_218
u_0_anterior_cerebral_L42,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_anterior_cerebral_L42,dimensionless,90,defined_by_user
E_anterior_cerebral_R234,J_per_m3,1600000,ADAN_218
l_anterior_cerebral_R234,metre,0.0280898,ADAN_218
r_0_anterior_cerebral_R234,metre,0.000965045,ADAN_218
u_0_anterior_cerebral_R234,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_anterior_cerebral_R234,dimensionless,90,defined_by_user
E_anterior_cerebral_R238,J_per_m3,1600000,ADAN_218
l_anterior_cerebral_R238,metre,0.00114733,ADAN_218
r_0_anterior_cerebral_R238,metre,0.000965045,ADAN_218
u_0_anterior_cerebral_R238,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_anterior_cerebral_R238,dimensionless,90,defined_by_user
E_anterior_cerebral_R46,J_per_m3,1600000,ADAN_218
l_anterior_cerebral_R46,metre,0.0105945,ADAN_218
r_0_anterior_cerebral_R46,metre,0.000965045,ADAN_218
u_0_anterior_cerebral_R46,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_anterior_cerebral_R46,dimensionless,90,defined_by_user
E_anterior_communicating_C44,J_per_m3,1600000,ADAN_218
l_anterior_communicating_C44,metre,0.00565531,ADAN_218
r_0_anterior_communicating_C44,metre,0.000656645,ADAN_218
u_0_anterior_communicating_C44,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_anterior_communicating_C44,dimensionless,90,defined_by_user
E_basilar_C4,J_per_m3,1600000,ADAN_218
l_basilar_C4,metre,0.0226443,ADAN_218
r_0_basilar_C4,metre,0.00172394,ADAN_218
u_0_basilar_C4,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_basilar_C4,dimensionless,90,defined_by_user
E_callosomarginal_L172,J_per_m3,1600000,ADAN_218
l_callosomarginal_L172,metre,0.0113312,ADAN_218
r_0_callosomarginal_L172,metre,0.000623142,ADAN_218
u_0_callosomarginal_L172,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_callosomarginal_L172,dimensionless,90,defined_by_user
E_callosomarginal_L176,J_per_m3,1600000,ADAN_218
l_callosomarginal_L176,metre,0.0172952,ADAN_218
r_0_callosomarginal_L176,metre,0.000623142,ADAN_218
u_0_callosomarginal_L176,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_callosomarginal_L176,dimensionless,90,defined_by_user
E_callosomarginal_L180,J_per_m3,1600000,ADAN_218
l_callosomarginal_L180,metre,0.0139198,ADAN_218
r_0_callosomarginal_L180,metre,0.000623142,ADAN_218
u_0_callosomarginal_L180,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_callosomarginal_L180,dimensionless,90,defined_by_user
E_callosomarginal_L184,J_per_m3,1600000,ADAN_218
l_callosomarginal_L184,metre,0.00496294,ADAN_218
r_0_callosomarginal_L184,metre,0.000623142,ADAN_218
u_0_callosomarginal_L184,J_per_m3,10.64e3,AssumedRefOf80mmHg
theta_callosomarginal_L184,dimensionless,90,defined_by_user
E_callosomarginal_R240,J_per_m3,1600000,ADAN_218
l_callosomarginal_R240,metre,0.0113311,ADAN_218
r_0_callosomarginal_R240,metre,0.000623142,ADAN_218
