variable_name,units,value,data_reference
E_common_carotid_L48_B,J_per_m3,0.4e+6,ADAN_86
l_common_carotid_L48_B,metre,30.339e-03,ADAN_86
r_common_carotid_L48_B,metre,4.12756e-03,ADAN_86
u_ext_common_carotid_L48_B,J_per_m3,0.0,user_defined
theta_common_carotid_L48_B,dimensionless,0,defined_by_user
E_common_carotid_L48_C,J_per_m3,0.4e+6,ADAN_86
l_common_carotid_L48_C,metre,30.339e-03,ADAN_86
r_common_carotid_L48_C,metre,3.92047e-03,ADAN_86
u_ext_common_carotid_L48_C,J_per_m3,0.0,user_defined
theta_common_carotid_L48_C,dimensionless,0,defined_by_user
E_common_carotid_L48_D,J_per_m3,0.4e+6,ADAN_86
l_common_carotid_L48_D,metre,30.339e-03,ADAN_86
r_common_carotid_L48_D,metre,3.57978e-03,ADAN_86
theta_common_carotid_L48_D,dimensionless,0,defined_by_user
u_ext_common_carotid_L48_D,J_per_m3,0.0,user_defined
E_common_carotid_R6_A,J_per_m3,0.4e+6,ADAN_86
l_common_carotid_R6_A,metre,27.0844e-03,ADAN_86
r_common_carotid_R6_A,metre,4.43053e-03,ADAN_86
u_ext_common_carotid_R6_A,J_per_m3,0.0,user_defined
theta_common_carotid_R6_A,dimensionless,0,defined_by_user
E_common_carotid_R6_B,J_per_m3,0.4e+6,ADAN_86
l_common_carotid_R6_B,metre,27.0844e-03,ADAN_86
r_common_carotid_R6_B,metre,4.137e-03,ADAN_86
u_ext_common_carotid_R6_B,J_per_m3,0.0,user_defined
theta_common_carotid_R6_B,dimensionless,0,defined_by_user
E_common_carotid_R6_C,J_per_m3,0.4e+6,ADAN_86
l_common_carotid_R6_C,metre,27.0844e-03,ADAN_86
r_common_carotid_R6_C,metre,3.64938e-03,ADAN_86
theta_common_carotid_R6_C,dimensionless,0,defined_by_user
u_ext_common_carotid_R6_C,J_per_m3,0.0,user_defined
E_external_carotid_L62,J_per_m3,0.8e+6,ADAN_86
l_external_carotid_L62,metre,61.0127e-03,ADAN_86
r_external_carotid_L62,metre,2.26547e-03,ADAN_86
u_ext_external_carotid_L62,J_per_m3,0.0,user_defined
theta_external_carotid_L62,dimensionless,0,defined_by_user
E_external_carotid_R26,J_per_m3,0.8e+6,ADAN_86
l_external_carotid_R26,metre,61.0125e-03,ADAN_86
r_external_carotid_R26,metre,2.26547e-03,ADAN_86
u_ext_external_carotid_R26,J_per_m3,0.0,user_defined
theta_external_carotid_R26,dimensionless,0,defined_by_user
E_internal_carotid_L50_A,J_per_m3,0.8e+6,ADAN_86
l_internal_carotid_L50_A,metre,45.036e-03,ADAN_86
r_internal_carotid_L50_A,metre,2.53763e-03,ADAN_86
u_ext_internal_carotid_L50_A,J_per_m3,0.0,user_defined
theta_internal_carotid_L50_A,dimensionless,0,defined_by_user
E_internal_carotid_L50_B,J_per_m3,0.8e+6,ADAN_86
l_internal_carotid_L50_B,metre,45.036e-03,ADAN_86
r_internal_carotid_L50_B,metre,2.04793e-03,ADAN_86
u_ext_internal_carotid_L50_B,J_per_m3,0.0,user_defined
theta_internal_carotid_L50_B,dimensionless,0,defined_by_user
E_internal_carotid_L50_C,J_per_m3,1.6e+6,ADAN_86
l_internal_carotid_L50_C,metre,45.036e-03,ADAN_86
r_internal_carotid_L50_C,metre,1.56726e-03,ADAN_86
theta_internal_carotid_L50_C,dimensionless,0,defined_by_user
u_ext_internal_carotid_L50_C,J_per_m3,0.0,user_defined
E_internal_carotid_R8_A,J_per_m3,0.8e+6,ADAN_86
l_internal_carotid_R8_A,metre,45.036e-03,ADAN_86
r_internal_carotid_R8_A,metre,2.53763e-03,ADAN_86
u_ext_internal_carotid_R8_A,J_per_m3,0.0,user_defined
theta_internal_carotid_R8_A,dimensionless,0,defined_by_user
E_internal_carotid_R8_B,J_per_m3,0.8e+6,ADAN_86
l_internal_carotid_R8_B,metre,45.036e-03,ADAN_86
r_internal_carotid_R8_B,metre,2.04793e-03,ADAN_86
u_ext_internal_carotid_R8_B,J_per_m3,0.0,user_defined
theta_internal_carotid_R8_B,dimensionless,0,defined_by_user
E_internal_carotid_R8_C,J_per_m3,1.6e+6,ADAN_86
l_internal_carotid_R8_C,metre,45.036e-03,ADAN_86
r_internal_carotid_R8_C,metre,1.56726e-03,ADAN_86
theta_internal_carotid_R8_C,dimensionless,0,defined_by_user
u_ext_internal_carotid_R8_C,J_per_m3,0.0,user_defined
E_posterior_communicating_L8,J_per_m3,1.6e+6,ADAN_218
l_posterior_communicating_L8,metre,1.65974e-2,ADAN_218
r_posterior_communicating_L8,metre,0.0494463e-2,ADAN_218
u_ext_posterior_communicating_L8,J_per_m3,0.0,user_defined
theta_posterior_communicating_L8,dimensionless,90,defined_by_user
E_posterior_communicating_R206,J_per_m3,1.6e+6,ADAN_218
l_posterior_communicating_R206,metre,1.6597e-2,ADAN_218
r_posterior_communicating_R206,metre,0.0494463e-2,ADAN_218
u_ext_posterior_communicating_R206,J_per_m3,0.0,user_defined
theta_posterior_communicating_R206,dimensionless,90,defined_by_user
E_internal_carotid_L112,J_per_m3,1.6e+6,ADAN_218
l_internal_carotid_L112,metre,0.196966e-2,ADAN_218
r_internal_carotid_L112,metre,0.132843e-2,ADAN_218
theta_internal_carotid_L112,dimensionless,90,defined_by_user
u_ext_internal_carotid_L112,J_per_m3,0.0,user_defined
E_internal_carotid_R48,J_per_m3,1.6e+6,ADAN_218
l_internal_carotid_R48,metre,0.196955e-2,ADAN_218
r_internal_carotid_R48,metre,0.132843e-2,ADAN_218
theta_internal_carotid_R48,dimensionless,90,defined_by_user
u_ext_internal_carotid_R48,J_per_m3,0.0,user_defined
E_middle_cerebral_L114,J_per_m3,1.6e+6,ADAN_218
l_middle_cerebral_L114,metre,0.182233e-2,ADAN_218
r_middle_cerebral_L114,metre,0.104132e-2,ADAN_218
u_ext_middle_cerebral_L114,J_per_m3,0.0,user_defined
theta_middle_cerebral_L114,dimensionless,90,defined_by_user
E_middle_cerebral_R52,J_per_m3,1.6e+6,ADAN_218
l_middle_cerebral_R52,metre,0.182229e-2,ADAN_218
r_middle_cerebral_R52,metre,0.104132e-2,ADAN_218
u_ext_middle_cerebral_R52,J_per_m3,0.0,user_defined
theta_middle_cerebral_R52,dimensionless,90,defined_by_user
E_anterior_cerebral_L110,J_per_m3,1.6e+6,ADAN_218
l_anterior_cerebral_L110,metre,1.05951e-2,ADAN_218
r_anterior_cerebral_L110,metre,0.0965045e-2,ADAN_218
u_ext_anterior_cerebral_L110,J_per_m3,0.0,user_defined
theta_anterior_cerebral_L110,dimensionless,90,defined_by_user
E_anterior_cerebral_R46,J_per_m3,1.6e+6,ADAN_218
l_anterior_cerebral_R46,metre,1.05945e-2,ADAN_218
r_anterior_cerebral_R46,metre,0.0965045e-2,ADAN_218
theta_anterior_cerebral_R46,dimensionless,90,defined_by_user
u_ext_anterior_cerebral_R46,J_per_m3,0.0,user_defined
E_anterior_cerebral_R238,J_per_m3,1.6e+6,ADAN_218
l_anterior_cerebral_R238,metre,0.114733e-2,ADAN_218
r_anterior_cerebral_R238,metre,0.0965045e-2,ADAN_218
u_ext_anterior_cerebral_R238,J_per_m3,0.0,user_defined
theta_anterior_cerebral_R238,dimensionless,90,defined_by_user
E_anterior_cerebral_L42,J_per_m3,1.6e+6,ADAN_218
l_anterior_cerebral_L42,metre,0.114668e-2,ADAN_218
r_anterior_cerebral_L42,metre,0.0965045e-2,ADAN_218
u_ext_anterior_cerebral_L42,J_per_m3,0.0,user_defined
theta_anterior_cerebral_L42,dimensionless,90,defined_by_user
E_anterior_communicating_C44,J_per_m3,1.6e+6,ADAN_218
l_anterior_communicating_C44,metre,0.565531e-2,ADAN_218
r_anterior_communicating_C44,metre,0.0656645e-2,ADAN_218
u_ext_anterior_communicating_C44,J_per_m3,0.0,user_defined
theta_anterior_communicating_C44,dimensionless,90,defined_by_user
E_vertebral_L2,J_per_m3,0.8e+6,ADAN_86
l_vertebral_L2,metre,20.9765e-2,ADAN_86
r_vertebral_L2,metre,0.133527e-2,ADAN_86
u_ext_vertebral_L2,J_per_m3,0.0,user_defined
theta_vertebral_L2,dimensionless,0,defined_by_user
E_subclavian_R28,J_per_m3,0.4e+6,ADAN_86
l_subclavian_R28,metre,15.7469e-03,ADAN_86
r_subclavian_R28,metre,4.52027e-03,ADAN_86
theta_subclavian_R28,dimensionless,90,defined_by_user
u_ext_subclavian_R28,J_per_m3,0.0,user_defined
E_subclavian_R30,J_per_m3,0.4e+6,ADAN_86
l_subclavian_R30,metre,41.1419e-03,ADAN_86
r_subclavian_R30,metre,3.32268e-03,ADAN_86
u_ext_subclavian_R30,J_per_m3,0.0,user_defined
theta_subclavian_R30,dimensionless,90,defined_by_user
E_brachial_R34,J_per_m3,0.4e+6,ADAN_86
l_brachial_R34,metre,223.119e-03,ADAN_86
r_brachial_R34,metre,1.96732e-03,ADAN_86
u_ext_brachial_R34,J_per_m3,0.0,user_defined
theta_brachial_R34,dimensionless,180,defined_by_user
E_vertebral_R272,J_per_m3,0.8e+6,ADAN_86
l_vertebral_R272,metre,21.0146e-2,ADAN_86
r_vertebral_R272,metre,0.133527e-2,ADAN_86
u_ext_vertebral_R272,J_per_m3,0.0,user_defined
theta_vertebral_R272,dimensionless,0,defined_by_user
E_basilar_C4,J_per_m3,1.6e+6,ADAN_218
l_basilar_C4,metre,2.26443e-2,ADAN_218
r_basilar_C4,metre,0.172394e-2,ADAN_218
theta_basilar_C4,dimensionless,90,defined_by_user
u_ext_basilar_C4,J_per_m3,0.0,user_defined
E_posterior_cerebral_pre_L6,J_per_m3,1.6e+6,ADAN_218
l_posterior_cerebral_pre_L6,metre,0.697753e-2,ADAN_218
r_posterior_cerebral_pre_L6,metre,0.0816459e-2,ADAN_218
u_ext_posterior_cerebral_pre_L6,J_per_m3,0.0,user_defined
theta_posterior_cerebral_pre_L6,dimensionless,90,defined_by_user
E_posterior_cerebral_post_L12,J_per_m3,1.6e+6,ADAN_218
l_posterior_cerebral_post_L12,metre,1.28091e-2,ADAN_218
r_posterior_cerebral_post_L12,metre,0.0869072e-2,ADAN_218
u_ext_posterior_cerebral_post_L12,J_per_m3,0.0,user_defined
theta_posterior_cerebral_post_L12,dimensionless,90,defined_by_user
E_posterior_cerebral_pre_R204,J_per_m3,1.6e+6,ADAN_218
l_posterior_cerebral_pre_R204,metre,0.77827e-2,ADAN_218
r_posterior_cerebral_pre_R204,metre,0.0816459e-2,ADAN_218
u_ext_posterior_cerebral_pre_R204,J_per_m3,0.0,user_defined
theta_posterior_cerebral_pre_R204,dimensionless,90,defined_by_user
E_posterior_cerebral_post_R208,J_per_m3,1.6e+6,ADAN_218
l_posterior_cerebral_post_R208,metre,1.28083e-2,ADAN_218
r_posterior_cerebral_post_R208,metre,0.0869072e-2,ADAN_218
u_ext_posterior_cerebral_post_R208,J_per_m3,0.0,user_defined
theta_posterior_cerebral_post_R208,dimensionless,90,defined_by_user
R_T_posterior_cerebral_L_T,Js_per_m6,1.7185e+10,15_07_2022_identified
C_T_posterior_cerebral_L_T,m6_per_J,10e-12,to_be_identified
I_T_posterior_cerebral_L_T,Js2_per_m6,1e-6,defined_by_user
Delta_R_posterior_cerebral_L_T,Js_per_m6,0.0,user_defined
u_ext_posterior_cerebral_L_T,J_per_m3,0.0,user_defined
R_T_posterior_cerebral_R_T,Js_per_m6,1.7185e+10,15_07_2022_identified
C_T_posterior_cerebral_R_T,m6_per_J,10e-12,to_be_identified
I_T_posterior_cerebral_R_T,Js2_per_m6,1e-6,defined_by_user
Delta_R_posterior_cerebral_R_T,Js_per_m6,0.0,user_defined
u_ext_posterior_cerebral_R_T,J_per_m3,0.0,user_defined
R_T_external_carotid_L_T,Js_per_m6,3.7336e+09,15_07_2022_identified
C_T_external_carotid_L_T,m6_per_J,60.105e-12,to_be_identified
I_T_external_carotid_L_T,Js2_per_m6,1e-6,defined_by_user
Delta_R_external_carotid_L_T,Js_per_m6,0.0,user_defined
u_ext_external_carotid_L_T,J_per_m3,0.0,user_defined
R_T_external_carotid_R_T,Js_per_m6,3.7336e+09,15_07_2022_identified
C_T_external_carotid_R_T,m6_per_J,60.317e-12,to_be_identified
I_T_external_carotid_R_T,Js2_per_m6,1e-6,defined_by_user
Delta_R_external_carotid_R_T,Js_per_m6,0.0,user_defined
u_ext_external_carotid_R_T,J_per_m3,0.0,user_defined
R_T_middle_cerebral_L_T,Js_per_m6,3.9951e+09,15_07_2022_identified
C_T_middle_cerebral_L_T,m6_per_J,10e-12,to_be_identified
I_T_middle_cerebral_L_T,Js2_per_m6,1e-6,defined_by_user
Delta_R_middle_cerebral_L_T,Js_per_m6,0.0,user_defined
u_ext_middle_cerebral_L_T,J_per_m3,0.0,user_defined
R_T_middle_cerebral_R_T,Js_per_m6,3.9951e+09,15_07_2022_identified
C_T_middle_cerebral_R_T,m6_per_J,10e-12,to_be_identified
I_T_middle_cerebral_R_T,Js2_per_m6,1e-6,defined_by_user
Delta_R_middle_cerebral_R_T,Js_per_m6,0.0,user_defined
u_ext_middle_cerebral_R_T,J_per_m3,0.0,user_defined
R_T_anterior_cerebral_L_T,Js_per_m6,6.1941e+09,15_07_2022_identified
C_T_anterior_cerebral_L_T,m6_per_J,10e-12,to_be_identified
I_T_anterior_cerebral_L_T,Js2_per_m6,1e-6,defined_by_user
Delta_R_anterior_cerebral_L_T,Js_per_m6,0.0,user_defined
u_ext_anterior_cerebral_L_T,J_per_m3,0.0,user_defined
R_T_anterior_cerebral_R_T,Js_per_m6,6.1941e+09,15_07_2022_identified
C_T_anterior_cerebral_R_T,m6_per_J,10e-12,to_be_identified
I_T_anterior_cerebral_R_T,Js2_per_m6,1e-6,defined_by_user
Delta_R_anterior_cerebral_R_T,Js_per_m6,0.0,user_defined
u_ext_anterior_cerebral_R_T,J_per_m3,0.0,user_defined
R_T_arm_L_T,Js_per_m6,6.9478e+09,15_07_2022_identified
C_T_arm_L_T,m6_per_J,100e-12,to_be_identified
I_T_arm_L_T,Js2_per_m6,1e-6,defined_by_user
u_ext_arm_L_T,J_per_m3,0.0,user_defined
Delta_R_arm_L_T,Js_per_m6,0.0,user_defined
R_local_multiplier_arm_L_T,dimensionless,1.0,user_defined
R_T_arm_R_T,Js_per_m6,6.9478e+09,15_07_2022_identified
C_T_arm_R_T,m6_per_J,100e-12,to_be_identified
I_T_arm_R_T,Js2_per_m6,1e-6,defined_by_user
u_ext_arm_R_T,J_per_m3,0.0,user_defined
Delta_R_arm_R_T,Js_per_m6,0.0,user_defined
R_local_multiplier_arm_R_T,dimensionless,1.0,user_defined
E_aortic_arch_C94,J_per_m3,0.4e+6,ADAN_86
l_aortic_arch_C94,metre,43.2111e-03,ADAN_86
r_aortic_arch_C94,metre,11.7401e-03,ADAN_86
u_ext_aortic_arch_C94,J_per_m3,0.0,user_defined
theta_aortic_arch_C94,dimensionless,90,defined_by_user
E_thoracic_aorta_C96,J_per_m3,0.4e+6,ADAN_86
l_thoracic_aorta_C96,metre,9.89803e-03,ADAN_86
r_thoracic_aorta_C96,metre,10.4579e-03,ADAN_86
u_ext_thoracic_aorta_C96,J_per_m3,0.0,user_defined
theta_thoracic_aorta_C96,dimensionless,180,defined_by_user
E_thoracic_aorta_C100,J_per_m3,0.4e+6,ADAN_86
l_thoracic_aorta_C100,metre,7.88038e-03,ADAN_86
r_thoracic_aorta_C100,metre,10.2897e-03,ADAN_86
u_ext_thoracic_aorta_C100,J_per_m3,0.0,user_defined
theta_thoracic_aorta_C100,dimensionless,180,defined_by_user
E_thoracic_aorta_C104,J_per_m3,0.4e+6,ADAN_86
l_thoracic_aorta_C104,metre,15.5561e-03,ADAN_86
r_thoracic_aorta_C104,metre,10.0681e-03,ADAN_86
u_ext_thoracic_aorta_C104,J_per_m3,0.0,user_defined
theta_thoracic_aorta_C104,dimensionless,180,defined_by_user
E_thoracic_aorta_C108,J_per_m3,0.4e+6,ADAN_86
l_thoracic_aorta_C108,metre,5.32705e-03,ADAN_86
r_thoracic_aorta_C108,metre,9.87279e-03,ADAN_86
u_ext_thoracic_aorta_C108,J_per_m3,0.0,user_defined
theta_thoracic_aorta_C108,dimensionless,180,defined_by_user
E_thoracic_aorta_C112,J_per_m3,0.4e+6,ADAN_86
l_thoracic_aorta_C112,metre,121.566e-03,ADAN_86
r_thoracic_aorta_C112,metre,8.47543e-03,ADAN_86
u_ext_thoracic_aorta_C112,J_per_m3,0.0,user_defined
theta_thoracic_aorta_C112,dimensionless,180,defined_by_user
E_abdominal_aorta_C114,J_per_m3,0.4e+6,ADAN_86
l_abdominal_aorta_C114,metre,3.24767e-03,ADAN_86
r_abdominal_aorta_C114,metre,7.51533e-03,ADAN_86
theta_abdominal_aorta_C114,dimensionless,180,defined_by_user
u_ext_abdominal_aorta_C114,J_per_m3,0.0,user_defined
R_T_trunk_C_T,Js_per_m6,7.3184e+08,15_07_2022_identified
C_T_trunk_C_T,m6_per_J,4e-9,to_be_identified
I_T_trunk_C_T,Js2_per_m6,1e-6,defined_by_user
u_ext_trunk_C_T,J_per_m3,0.0,user_defined
R_local_multiplier_trunk_C_T,dimensionless,1.0,assumed_for_no_local_control
E_abdominal_aorta_C136,J_per_m3,0.4e+6,ADAN_86
l_abdominal_aorta_C136,metre,13.9886e-03,ADAN_86
r_abdominal_aorta_C136,metre,7.42666e-03,ADAN_86
u_ext_abdominal_aorta_C136,J_per_m3,0.0,user_defined
theta_abdominal_aorta_C136,dimensionless,180,defined_by_user
E_abdominal_aorta_C164,J_per_m3,0.4e+6,ADAN_86
l_abdominal_aorta_C164,metre,4.31913e-03,ADAN_86
r_abdominal_aorta_C164,metre,7.29199e-03,ADAN_86
u_ext_abdominal_aorta_C164,J_per_m3,0.0,user_defined
theta_abdominal_aorta_C164,dimensionless,180,defined_by_user
E_abdominal_aorta_C176,J_per_m3,0.4e+6,ADAN_86
l_abdominal_aorta_C176,metre,11.9773e-03,ADAN_86
r_abdominal_aorta_C176,metre,7.18902e-03,ADAN_86
u_ext_abdominal_aorta_C176,J_per_m3,0.0,user_defined
theta_abdominal_aorta_C176,dimensionless,180,defined_by_user
E_abdominal_aorta_C188,J_per_m3,0.4e+6,ADAN_86
l_abdominal_aorta_C188,metre,54.0907e-03,ADAN_86
r_abdominal_aorta_C188,metre,6.79934e-03,ADAN_86
u_ext_abdominal_aorta_C188,J_per_m3,0.0,user_defined
theta_abdominal_aorta_C188,dimensionless,180,defined_by_user
