name,BC_type,vessel_type,inp_vessels,out_vessels
common_interosseous_L86,pv,arterial,ulnar_T2_L84,posterior_interosseous_T3_L88_T
   posterior_interosseous_T3_L88_T,pp,terminal,common_interosseous_L86,venous_ub
   ulnar_T2_L90_T,pp,terminal,ulnar_T2_L84,venous_ub
   radial_T1_L92_T,pp,terminal,brachial_L82,venous_ub
common_carotid_R6,pv,split_junction,brachiocephalic_trunk_C4,internal_carotid_R8             external_carotid_T2_R26_T
internal_carotid_R8,pv,split_junction,common_carotid_R6,posterior_communicating_R206             internal_carotid_R48
    external_carotid_T2_R26_T,pp,terminal,common_carotid_R6,venous_ub
common_carotid_L48,pv,split_junction,aortic_arch_C46,internal_carotid_L50             external_carotid_T2_L62_T
internal_carotid_L50,pv,split_junction,common_carotid_L48,posterior_communicating_L8             internal_carotid_L112
   external_carotid_T2_L62_T,pp,terminal,common_carotid_L48,venous_ub
anterior_cerebral_L110,pp,arterial,internal_carotid_L112,anterior_cerebral_L42
anterior_cerebral_L38,pv,split_junction,anterior_cerebral_L42,pericallosal_L36              callosomarginal_L172
anterior_cerebral_L42,vv,2in2out_junction,anterior_cerebral_L110                            anterior_communicating_C44,distal_medial_striate_T44_L40_T               anterior_cerebral_L38
anterior_cerebral_R234,pv,split_junction,anterior_cerebral_R238,callosomarginal_R240               pericallosal_R232
anterior_cerebral_R238,pv,split_junction,anterior_cerebral_R46,distal_medial_striate_T109_R236_T               anterior_cerebral_R234
anterior_cerebral_R46,pv,split_junction,internal_carotid_R48,anterior_communicating_C44               anterior_cerebral_R238
anterior_communicating_C44,pp,arterial,anterior_cerebral_R46,anterior_cerebral_L42
basilar_C4,vv,2in2out_junction,vertebral_L2                            vertebral_R272,posterior_cerebral_precommunicating_part_L6             posterior_cerebral_precommunicating_part_R204
callosomarginal_L172,pv,split_junction,anterior_cerebral_L38,callosomarginal_intermediomedial_frontal_branch_T41_L174_T            callosomarginal_L176
callosomarginal_L176,pv,split_junction,callosomarginal_L172,callosomarginal_posteromedial_frontal_branch_T43_L178_T            callosomarginal_L180
callosomarginal_L180,pv,split_junction,callosomarginal_L176,callosomarginal_cingular_branch_T40_L182_T             callosomarginal_L184
callosomarginal_L184,pv,arterial,callosomarginal_L180,callosomarginal_paracentral_branch_T42_L186_T
callosomarginal_R240,pv,split_junction,anterior_cerebral_R234,callosomarginal_intermediomedial_frontal_branch_T106_R242_T             callosomarginal_R244
callosomarginal_R244,pv,split_junction,callosomarginal_R240,callosomarginal_posteromedial_frontal_branch_T108_R246_T             callosomarginal_R248
callosomarginal_R248,pv,split_junction,callosomarginal_R244,callosomarginal_cingular_branch_T105_R250_T            callosomarginal_R252
callosomarginal_R252,pv,arterial,callosomarginal_R248,callosomarginal_paracentral_branch_T107_R254_T
internal_carotid_L112,pv,split_junction,internal_carotid_L50,middle_cerebral_L114             anterior_cerebral_L110
internal_carotid_R48,pv,split_junction,internal_carotid_R8,middle_cerebral_R52             anterior_cerebral_R46
medial_occipital_dorsal_branch_to_corpus_callosum_L28,pp,arterial,pericallosal_L32,medial_occipital_L188
medial_occipital_dorsal_branch_to_corpus_callosum_R224,pp,arterial,pericallosal_R228,medial_occipital_R256
medial_occipital_L188,vv,2in2out_junction,medial_occipital_dorsal_branch_to_corpus_callosum_L28                          medial_occipital_L26,medial_occipital_L192               medial_occipital_occipitotemporal_branch_T52_L190_T
medial_occipital_L192,pv,split_junction,medial_occipital_L188,medial_occipital_parieto_occipital_branch_T54_L194               medial_occipital_L200
medial_occipital_L200,pv,arterial, medial_occipital_L192,medial_occipital_calcarine_branch_T51_L202_T
medial_occipital_L26,pp,arterial,posterior_cerebral_postcommunicating_part_L12,medial_occipital_L188
medial_occipital_R222,pp,arterial,posterior_cerebral_postcommunicating_part_R208,medial_occipital_R256
medial_occipital_R256,vv,2in2out_junction,medial_occipital_R222                             medial_occipital_dorsal_branch_to_corpus_callosum_R224,medial_occipital_occipitotemporal_branch_T80_R258_T                 medial_occipital_R260
medial_occipital_R260,pv,split_junction,medial_occipital_R256,medial_occipital_parieto_occipital_branch_T118_R262                medial_occipital_R268
medial_occipital_R268,pv,arterial,medial_occipital_R260,medial_occipital_calcarine_branch_T79_R270_T
middle_cerebral_inferior_terminal_branch_L136,pv,split_junction,middle_cerebral_L118,polar_temporal_T63_L138_T                middle_cerebral_inferior_terminal_branch_L140
middle_cerebral_inferior_terminal_branch_L140,pv,split_junction,middle_cerebral_inferior_terminal_branch_L136,middle_cerebral_anterior_temporal_branch_T55_L142_T               middle_cerebral_inferior_terminal_branch_L144
middle_cerebral_inferior_terminal_branch_L144,pv,split_junction,middle_cerebral_inferior_terminal_branch_L140,middle_cerebral_middle_temporal_branch_T57_L146_T               middle_cerebral_inferior_terminal_branch_L148
middle_cerebral_inferior_terminal_branch_L148,pv,split_junction,middle_cerebral_inferior_terminal_branch_L144,artery_of_postcentral_sulcus_T37_L150_T               middle_cerebral_inferior_terminal_branch_L152
middle_cerebral_inferior_terminal_branch_L152,pv,split_junction,middle_cerebral_inferior_terminal_branch_L148,middle_cerebral_inferior_terminal_branch_L160               middle_cerebral_posterior_temporal_branch_T58_L154
middle_cerebral_inferior_terminal_branch_L160,pv,split_junction,middle_cerebral_inferior_terminal_branch_L152,anterior_parietal_T35_L162_T               middle_cerebral_inferior_terminal_branch_L164
middle_cerebral_inferior_terminal_branch_L164,pv,arterial,middle_cerebral_inferior_terminal_branch_L160,middle_cerebral_branch_to_angular_gyrus_T56_L166
middle_cerebral_inferior_terminal_branch_R102,pv,arterial,middle_cerebral_inferior_terminal_branch_R98,middle_cerebral_branch_to_angular_gyrus_T120_R104
middle_cerebral_inferior_terminal_branch_R74,pv,split_junction,middle_cerebral_R56,polar_temporal_T127_R76_T              middle_cerebral_inferior_terminal_branch_R78
middle_cerebral_inferior_terminal_branch_R78,pv,split_junction,middle_cerebral_inferior_terminal_branch_R74,middle_cerebral_anterior_temporal_branch_T119_R80_T               middle_cerebral_inferior_terminal_branch_R82
middle_cerebral_inferior_terminal_branch_R82,pv,split_junction,middle_cerebral_inferior_terminal_branch_R78,middle_cerebral_middle_temporal_branch_T121_R84_T              middle_cerebral_inferior_terminal_branch_R86
middle_cerebral_inferior_terminal_branch_R86,pv,split_junction,middle_cerebral_inferior_terminal_branch_R82,artery_of_postcentral_sulcus_T102_R88_T             middle_cerebral_inferior_terminal_branch_R90
middle_cerebral_inferior_terminal_branch_R90,pv,split_junction,middle_cerebral_inferior_terminal_branch_R86,middle_cerebral_posterior_temporal_branch_T122_R92            middle_cerebral_inferior_terminal_branch_R98
middle_cerebral_inferior_terminal_branch_R98,pv,split_junction,middle_cerebral_inferior_terminal_branch_R90,anterior_parietal_T100_R100_T           middle_cerebral_inferior_terminal_branch_R102
middle_cerebral_L114,pv,split_junction,internal_carotid_L112,anterior_choroidal_T34_L116_T             middle_cerebral_L118
middle_cerebral_L118,pv,split_junction,middle_cerebral_L114,middle_cerebral_superior_terminal_branch_L120              middle_cerebral_inferior_terminal_branch_L136
middle_cerebral_R52,pv,split_junction,internal_carotid_R48,anterior_choroidal_T98_R54_T              middle_cerebral_R56
middle_cerebral_R56,pv,split_junction,middle_cerebral_R52,middle_cerebral_superior_terminal_branch_R58               middle_cerebral_inferior_terminal_branch_R74
middle_cerebral_superior_terminal_branch_L120,pv,split_junction,middle_cerebral_L118,lateral_frontobasal_T45_L122_T               middle_cerebral_superior_terminal_branch_L124
middle_cerebral_superior_terminal_branch_L124,pv,split_junction,middle_cerebral_superior_terminal_branch_L120,prefrontal_T65_L126_T                middle_cerebral_superior_terminal_branch_L128
middle_cerebral_superior_terminal_branch_L128,pv,arterial,middle_cerebral_superior_terminal_branch_L124,artery_of_precentral_sulcus_T38_L130
middle_cerebral_superior_terminal_branch_R58,pv,split_junction,middle_cerebral_R56,middle_cerebral_superior_terminal_branch_R62                lateral_frontobasal_T110_R60_T
middle_cerebral_superior_terminal_branch_R62,pv,split_junction,middle_cerebral_superior_terminal_branch_R58,prefrontal_T130_R64_T               middle_cerebral_superior_terminal_branch_R66
middle_cerebral_superior_terminal_branch_R66,pv,arterial,middle_cerebral_superior_terminal_branch_R62,artery_of_precentral_sulcus_T103_R68
occipital_lateral_L14,pv,split_junction,posterior_cerebral_postcommunicating_part_L12,lateral_occipital_anterior_temporal_branch_T46_L16_T               occipital_lateral_L18
occipital_lateral_L18,pv,split_junction,occipital_lateral_L14,lateral_occipital_intermediate_temporal_branch_T47_L20_T               occipital_lateral_L22
occipital_lateral_L22,pv,arterial,occipital_lateral_L18,lateral_occipital_posterior_temporal_branch_T48_L24_T
occipital_lateral_R210,pv,split_junction,posterior_cerebral_postcommunicating_part_R208,lateral_occipital_anterior_temporal_branch_T111_R212_T                occipital_lateral_R214
occipital_lateral_R214,pv,split_junction,occipital_lateral_R210,lateral_occipital_intermediate_temporal_branch_T76_R216_T              occipital_lateral_R218
occipital_lateral_R218,pv,arterial,occipital_lateral_R214,lateral_occipital_posterior_temporal_branch_T112_R220_T
pericallosal_L32,pv,split_junction,pericallosal_L36,medial_occipital_dorsal_branch_to_corpus_callosum_L28                pericallosal_parieto_occipital_branch_T60_L30_T
pericallosal_L36,pv,split_junction,anterior_cerebral_L38,pericallosal_L32                pericallosal_precuneal_branch_T61_L34_T
pericallosal_R228,pv,split_junction,pericallosal_R232,pericallosal_parieto_occipital_branch_T124_R226_T               medial_occipital_dorsal_branch_to_corpus_callosum_R224
pericallosal_R232,pv,split_junction,anterior_cerebral_R234,pericallosal_R228                pericallosal_precuneal_branch_T125_R230_T
posterior_cerebral_postcommunicating_part_L12,vv,2in2out_junction,posterior_cerebral_precommunicating_part_L6                            posterior_communicating_L8,medial_occipital_L26               occipital_lateral_L14
posterior_cerebral_postcommunicating_part_R208,vv,2in2out_junction,posterior_cerebral_precommunicating_part_R204                             posterior_communicating_R206,occipital_lateral_R210                medial_occipital_R222
posterior_cerebral_precommunicating_part_L6,pp,arterial,basilar_C4,posterior_cerebral_postcommunicating_part_L12
posterior_cerebral_precommunicating_part_R204,pp,arterial,basilar_C4,posterior_cerebral_postcommunicating_part_R208
posterior_communicating_L8,pp,arterial,internal_carotid_L50,posterior_cerebral_postcommunicating_part_L12
posterior_communicating_R206,pp,arterial,internal_carotid_R8,posterior_cerebral_postcommunicating_part_R208
vertebral_L2,pp,arterial,subclavian_L66,basilar_C4
vertebral_R272,pp,arterial,subclavian_R28,basilar_C4
artery_of_precentral_sulcus_T103_R68,pv,split_junction,middle_cerebral_superior_terminal_branch_R66,artery_of_central_sulcus_T101_R70_T                artery_of_precentral_sulcus_T103_R72_T
artery_of_precentral_sulcus_T38_L130,pv,split_junction,middle_cerebral_superior_terminal_branch_L128,artery_of_central_sulcus_T36_L132_T                artery_of_precentral_sulcus_T38_L134_T
medial_occipital_parieto_occipital_branch_T118_R262,pv,split_junction,medial_occipital_R260,medial_occipital_parieto_occipital_branch_T118_R266_T                medial_occipital_parietal_branch_T81_R264_T
medial_occipital_parieto_occipital_branch_T54_L194,pv,split_junction, medial_occipital_L192,medial_occipital_parietal_branch_T53_L196_T                medial_occipital_parieto_occipital_branch_T54_L198_T
middle_cerebral_branch_to_angular_gyrus_T120_R104,pv,split_junction,middle_cerebral_inferior_terminal_branch_R102,posterior_parietal_T129_R106_T               middle_cerebral_branch_to_angular_gyrus_T120_R108_T
middle_cerebral_branch_to_angular_gyrus_T56_L166,pv,split_junction,middle_cerebral_inferior_terminal_branch_L164,posterior_parietal_T64_L168_T               middle_cerebral_branch_to_angular_gyrus_T56_L170_T
middle_cerebral_posterior_temporal_branch_T122_R92,pv,split_junction,middle_cerebral_inferior_terminal_branch_R90,middle_cerebral_posterior_temp_occipital_branch_T123_R94_T               middle_cerebral_posterior_temporal_branch_T122_R96_T
middle_cerebral_posterior_temporal_branch_T58_L154,pv,split_junction,middle_cerebral_inferior_terminal_branch_L152,middle_cerebral_posterior_temp_occipital_branch_T59_L156_T               middle_cerebral_posterior_temporal_branch_T58_L158_T
   lateral_occipital_intermediate_temporal_branch_T47_L20_T,pp,terminal,occipital_lateral_L18,venous_ub
   lateral_occipital_intermediate_temporal_branch_T76_R216_T,pp,terminal,occipital_lateral_R214,venous_ub
  medial_occipital_calcarine_branch_T51_L202_T,pp,terminal,medial_occipital_L200,venous_ub
   medial_occipital_calcarine_branch_T79_R270_T,pp,terminal,medial_occipital_R268,venous_ub
   medial_occipital_occipitotemporal_branch_T52_L190_T,pp,terminal,medial_occipital_L188,venous_ub
   medial_occipital_occipitotemporal_branch_T80_R258_T,pp,terminal,medial_occipital_R256,venous_ub
   medial_occipital_parietal_branch_T53_L196_T,pp,terminal,medial_occipital_parieto_occipital_branch_T54_L194,venous_ub
   medial_occipital_parietal_branch_T81_R264_T,pp,terminal,medial_occipital_parieto_occipital_branch_T118_R262,venous_ub
    anterior_choroidal_T34_L116_T,pp,terminal,middle_cerebral_L114,venous_ub
    anterior_choroidal_T98_R54_T,pp,terminal,middle_cerebral_R52,venous_ub
   anterior_parietal_T100_R100_T,pp,terminal,middle_cerebral_inferior_terminal_branch_R98,venous_ub
   anterior_parietal_T35_L162_T,pp,terminal,middle_cerebral_inferior_terminal_branch_L160,venous_ub
   artery_of_central_sulcus_T101_R70_T,pp,terminal,artery_of_precentral_sulcus_T103_R68,venous_ub
   artery_of_central_sulcus_T36_L132_T,pp,terminal,artery_of_precentral_sulcus_T38_L130,venous_ub
   artery_of_postcentral_sulcus_T102_R88_T,pp,terminal,middle_cerebral_inferior_terminal_branch_R86,venous_ub
  artery_of_postcentral_sulcus_T37_L150_T,pp,terminal,middle_cerebral_inferior_terminal_branch_L148,venous_ub
  artery_of_precentral_sulcus_T103_R72_T,pp,terminal,artery_of_precentral_sulcus_T103_R68,venous_ub
  artery_of_precentral_sulcus_T38_L134_T,pp,terminal,artery_of_precentral_sulcus_T38_L130,venous_ub
  callosomarginal_cingular_branch_T105_R250_T,pp,terminal,callosomarginal_R248,venous_ub
  callosomarginal_cingular_branch_T40_L182_T,pp,terminal,callosomarginal_L180,venous_ub
  callosomarginal_intermediomedial_frontal_branch_T106_R242_T,pp,terminal,callosomarginal_R240,venous_ub
  callosomarginal_intermediomedial_frontal_branch_T41_L174_T,pp,terminal,callosomarginal_L172,venous_ub
  callosomarginal_paracentral_branch_T107_R254_T,pp,terminal,callosomarginal_R252,venous_ub
   callosomarginal_paracentral_branch_T42_L186_T,pp,terminal,callosomarginal_L184,venous_ub
   callosomarginal_posteromedial_frontal_branch_T108_R246_T,pp,terminal,callosomarginal_R244,venous_ub
   callosomarginal_posteromedial_frontal_branch_T43_L178_T,pp,terminal,callosomarginal_L176,venous_ub
   distal_medial_striate_T109_R236_T,pp,terminal,anterior_cerebral_R238,venous_ub
   distal_medial_striate_T44_L40_T,pp,terminal,anterior_cerebral_L42,venous_ub
   lateral_frontobasal_T110_R60_T,pp,terminal,middle_cerebral_superior_terminal_branch_R58,venous_ub
   lateral_frontobasal_T45_L122_T,pp,terminal,middle_cerebral_superior_terminal_branch_L120,venous_ub
  lateral_occipital_anterior_temporal_branch_T111_R212_T,pp,terminal,occipital_lateral_R210,venous_ub
   lateral_occipital_anterior_temporal_branch_T46_L16_T,pp,terminal,occipital_lateral_L14,venous_ub
   lateral_occipital_posterior_temporal_branch_T112_R220_T,pp,terminal,occipital_lateral_R218,venous_ub
   lateral_occipital_posterior_temporal_branch_T48_L24_T,pp,terminal,occipital_lateral_L22,venous_ub
  medial_occipital_parieto_occipital_branch_T118_R266_T,pp,terminal,medial_occipital_parieto_occipital_branch_T118_R262,venous_ub
  medial_occipital_parieto_occipital_branch_T54_L198_T,pp,terminal,medial_occipital_parieto_occipital_branch_T54_L194,venous_ub
  middle_cerebral_anterior_temporal_branch_T119_R80_T,pp,terminal,middle_cerebral_inferior_terminal_branch_R78,venous_ub
  middle_cerebral_anterior_temporal_branch_T55_L142_T,pp,terminal,middle_cerebral_inferior_terminal_branch_L140,venous_ub
  middle_cerebral_branch_to_angular_gyrus_T120_R108_T,pp,terminal,middle_cerebral_branch_to_angular_gyrus_T120_R104,venous_ub
  middle_cerebral_branch_to_angular_gyrus_T56_L170_T,pp,terminal,middle_cerebral_branch_to_angular_gyrus_T56_L166,venous_ub
  middle_cerebral_middle_temporal_branch_T121_R84_T,pp,terminal,middle_cerebral_inferior_terminal_branch_R82,venous_ub
   middle_cerebral_middle_temporal_branch_T57_L146_T,pp,terminal,middle_cerebral_inferior_terminal_branch_L144,venous_ub
   middle_cerebral_posterior_temporal_branch_T122_R96_T,pp,terminal,middle_cerebral_posterior_temporal_branch_T122_R92,venous_ub
   middle_cerebral_posterior_temporal_branch_T58_L158_T,pp,terminal,middle_cerebral_posterior_temporal_branch_T58_L154,venous_ub
   middle_cerebral_posterior_temp_occipital_branch_T123_R94_T,pp,terminal,middle_cerebral_posterior_temporal_branch_T122_R92,venous_ub
   middle_cerebral_posterior_temp_occipital_branch_T59_L156_T,pp,terminal,middle_cerebral_posterior_temporal_branch_T58_L154,venous_ub
   pericallosal_parieto_occipital_branch_T124_R226_T,pp,terminal,pericallosal_R228,venous_ub
   pericallosal_parieto_occipital_branch_T60_L30_T,pp,terminal,pericallosal_L32,venous_ub
   pericallosal_precuneal_branch_T125_R230_T,pp,terminal,pericallosal_R232,venous_ub
   pericallosal_precuneal_branch_T61_L34_T,pp,terminal,pericallosal_L36,venous_ub
   polar_temporal_T127_R76_T,pp,terminal,middle_cerebral_inferior_terminal_branch_R74,venous_ub
   polar_temporal_T63_L138_T,pp,terminal,middle_cerebral_inferior_terminal_branch_L136,venous_ub
   posterior_parietal_T129_R106_T,pp,terminal,middle_cerebral_branch_to_angular_gyrus_T120_R104,venous_ub
   posterior_parietal_T64_L168_T,pp,terminal,middle_cerebral_branch_to_angular_gyrus_T56_L166,venous_ub
   prefrontal_T130_R64_T,pp,terminal,middle_cerebral_superior_terminal_branch_R62,venous_ub
   prefrontal_T65_L126_T,pp,terminal,middle_cerebral_superior_terminal_branch_L124,venous_ub
common_iliac_R216,pv,split_junction,abdominal_aorta_C192,internal_iliac_T1_R218_T                    external_iliac_R220
   internal_iliac_T1_R218_T,pp,terminal,common_iliac_R216,venous_lb
external_iliac_R220,pv,arterial,common_iliac_R216,femoral_R222
femoral_R222,pv,split_junction,external_iliac_R220,profundus_T2_R224_T                     femoral_R226
   profundus_T2_R224_T,pp,terminal,femoral_R222,venous_lb
femoral_R226,pv,arterial,femoral_R222,popliteal_R228
popliteal_R228,pv,split_junction,femoral_R226,anterior_tibial_T3_R230_T                      popliteal_R232
   anterior_tibial_T3_R230_T,pp,terminal,popliteal_R228,venous_lb
popliteal_R232,pv,arterial,popliteal_R228,tibiofibular_trunk_R234
tibiofibular_trunk_R234,pv,arterial,popliteal_R232,posterior_tibial_T4_R236_T
    posterior_tibial_T4_R236_T,pp,terminal,tibiofibular_trunk_R234,venous_lb
common_iliac_L194,pv,split_junction,abdominal_aorta_C192,internal_iliac_T1_L196_T                     external_iliac_L198
   internal_iliac_T1_L196_T,pp,terminal,common_iliac_L194,venous_lb
external_iliac_L198,pv,arterial,common_iliac_L194,femoral_L200
femoral_L200,pv,split_junction,external_iliac_L198,profundus_T2_L202_T                      femoral_L204
   profundus_T2_L202_T,pp,terminal,femoral_L200,venous_lb
femoral_L204,pv,arterial,femoral_L200,popliteal_L206
popliteal_L206,pv,split_junction,femoral_L204,anterior_tibial_T3_L208_T                     popliteal_L210
    anterior_tibial_T3_L208_T,pp,terminal,popliteal_L206,venous_lb
popliteal_L210,pv,arterial,popliteal_L206,tibiofibular_trunk_L212
tibiofibular_trunk_L212,pv,arterial,popliteal_L210,posterior_tibial_T4_L214_T
    posterior_tibial_T4_L214_T,pp,terminal,tibiofibular_trunk_L212,venous_lb
venous_lb,vp, venous, posterior_intercostal_T1_R98_T posterior_tibial_T4_L214_T    anterior_tibial_T3_L208_T   profundus_T2_L202_T   internal_iliac_T1_L196_T    posterior_tibial_T4_R236_T   anterior_tibial_T3_R230_T   profundus_T2_R224_T   internal_iliac_T1_R218_T       posterior_intercostal_T1_L102_T    posterior_intercostal_T2_R106_T    posterior_intercostal_T2_L110_T   left_gastric_T3_C120_T    dorsal_pancreatic_T1_C124_T     splenic_T2_C126_T   hepatic_artery_proper_left_branch_C132_T  hepatic_artery_proper_right_branch_C134_T   middle_colic_T8_C140_T   jejunal_3_T10_C144_T    jejunal_6_T11_C148_T    ileocolic_T9_C152_T    ileal_4_T12_C156_T     ileal_6_T13_C160_T   superior_mesenteric_T4_C162_T  inferior_segmental_T5_L170_T  superior_segmental_T4_L172_T   renal_posterior_branch_T3_L174_T   superior_segmental_T4_R182_T   inferior_segmental_T5_R184_T   renal_posterior_branch_T3_R186_T    inferior_mesenteric_T5_C190_T    ,             venous_ivc
