variable_name,units,value,data_reference
l_aortic_arch_I,metre,0.004,Mynard2011
r_0_aortic_arch_I,metre,0.00363,Cantinotti2014
u_0_aortic_arch_I,J_per_m3,10640,AssumedRefOf80mmHg
theta_aortic_arch_I,dimensionless,0,defined_by_user
u_ext_aortic_arch_I,J_per_m3,0,user_defined
E_common_carotid_L,J_per_m3,400000,Meeting_23Jun2022
l_common_carotid_L,metre,0.075,Mynard2011
r_0_common_carotid_L,metre,0.0017,Machii1997
u_0_common_carotid_L,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_common_carotid_L,J_per_m3,0,user_defined
theta_common_carotid_L,dimensionless,0,defined_by_user
E_aortic_arch_II,J_per_m3,400000,Meeting_23Jun2022
l_aortic_arch_II,metre,0.008,Mynard2011
r_0_aortic_arch_II,metre,0.00305,Cantinotti2014
u_0_aortic_arch_II,J_per_m3,10640,AssumedRefOf80mmHg
theta_aortic_arch_II,dimensionless,0,defined_by_user
u_ext_aortic_arch_II,J_per_m3,0,user_defined
E_subclavian_L,J_per_m3,400000,Meeting_23Jun2022
l_subclavian_L,metre,0.039,Mynard2011
r_0_subclavian_L,metre,0.0017,Machii1997
u_0_subclavian_L,J_per_m3,10640,AssumedRefOf80mmHg
u_ext_subclavian_L,J_per_m3,0,user_defined
theta_subclavian_L,dimensionless,0,defined_by_user
E_descending_aorta,J_per_m3,400000,Meeting_23Jun2022
l_descending_aorta,metre,0.056,estimated
r_0_descending_aorta,metre,0.00296,Cantinotti2014
u_0_descending_aorta,J_per_m3,10640,AssumedRefOf80mmHg
theta_descending_aorta,dimensionless,0,defined_by_user
u_ext_descending_aorta,J_per_m3,0,user_defined
E_abdominal_aorta,J_per_m3,400000,Meeting_23Jun2022
l_abdominal_aorta,metre,0.069,estimated
r_0_abdominal_aorta,metre,0.00262,Cantinotti2014
u_0_abdominal_aorta,J_per_m3,10640,AssumedRefOf80mmHg
theta_abdominal_aorta,dimensionless,0,defined_by_user
u_ext_abdominal_aorta,J_per_m3,0,user_defined
R_T_abdomen_T,Js_per_m6,4530000000,to_be_identified
C_T_abdomen_T,m6_per_J,1E-12,try_tiny_terminal_compliances
u_ext_abdomen_T,J_per_m3,0,user_defined
R_T_head_L_T,Js_per_m6,1630000000,to_be_identified
C_T_head_L_T,m6_per_J,1E-12,try_tiny_terminal_compliances
u_ext_head_L_T,J_per_m3,0,user_defined
R_T_head_R_T,Js_per_m6,1630000000,to_be_identified
C_T_head_R_T,m6_per_J,1E-12,try_tiny_terminal_compliances
u_ext_head_R_T,J_per_m3,0,user_defined
R_T_arm_L_T,Js_per_m6,42800000000,to_be_identified
C_T_arm_L_T,m6_per_J,1E-12,try_tiny_terminal_compliances
u_ext_arm_L_T,J_per_m3,0,user_defined
R_T_arm_R_T,Js_per_m6,42800000000,to_be_identified
C_T_arm_R_T,m6_per_J,1E-12,try_tiny_terminal_compliances
u_ext_arm_R_T,J_per_m3,0,user_defined
R_T_leg_L_T,Js_per_m6,4530000000,to_be_identified
C_T_leg_L_T,m6_per_J,1E-12,try_tiny_terminal_compliances
u_ext_leg_L_T,J_per_m3,0,user_defined
R_T_leg_R_T,Js_per_m6,4530000000,to_be_identified
C_T_leg_R_T,m6_per_J,1E-12,try_tiny_terminal_compliances
u_ext_leg_R_T,J_per_m3,0,user_defined
R_venous_ivc,Js_per_m6,100000,try_tiny_venous_resistance
C_venous_ivc,m6_per_J,0.000000001,to_be_identified
u_ext_venous_ivc,J_per_m3,0,user_defined
I_venous_ivc,Js2_per_m6,113000,03_05_2022_identified
q_us_0_venous_ivc,m3,0,user_defined
Delta_q_us_venous_ivc,dimensionless,0,user_defined
Delta_C_venous_ivc,dimensionless,0,user_defined
R_venous_svc,Js_per_m6,100000,try_tiny_venous_resistance
C_venous_svc,m6_per_J,0.000000001,to_be_identified
u_ext_venous_svc,J_per_m3,0,user_defined
I_venous_svc,Js2_per_m6,113000,03_05_2022_identified
q_us_0_venous_svc,m3,0,user_defined
Delta_q_us_venous_svc,dimensionless,0,user_defined
Delta_C_venous_svc,dimensionless,0,user_defined
R_par,Js_per_m6,99100000,to_be_identified
C_par,m6_per_J,1E-12,try_tiny_terminal_compliances
u_ext_par,J_per_m3,0,user_defined
I_par,Js2_per_m6,0.000001,Safaei
R_pvn,Js_per_m6,24900000,to_be_identified
C_pvn,m6_per_J,0.0000000021,to_be_identified
u_ext_pvn,J_per_m3,0,user_defined
I_pvn,Js2_per_m6,0.000001,Safaei
q_C_init_venous_ivc,m3,0,user_defined
q_C_init_venous_svc,m3,0,user_defined
q_us_abdomen_T,m3,0,user_defined_TO_DO
q_init_abdomen_T,m3,0,user_defined_TO_DO
q_us_head_L_T,m3,0,user_defined_TO_DO
q_init_head_L_T,m3,0,user_defined_TO_DO
q_us_head_R_T,m3,0,user_defined_TO_DO
q_init_head_R_T,m3,0,user_defined_TO_DO
q_us_arm_L_T,m3,0,user_defined_TO_DO
q_init_arm_L_T,m3,0,user_defined_TO_DO
q_us_arm_R_T,m3,0,user_defined_TO_DO
q_init_arm_R_T,m3,0,user_defined_TO_DO
q_us_leg_L_T,m3,0,user_defined_TO_DO
q_init_leg_L_T,m3,0,user_defined_TO_DO
q_us_leg_R_T,m3,0,user_defined_TO_DO
q_init_leg_R_T,m3,0,user_defined_TO_DO
u_0_par,J_per_m3,0,TO_DO_for_baby
q_0_par,m3,0,TO_DO_for_baby
u_0_pvn,J_per_m3,0,TO_DO_for_baby
q_0_pvn,m3,0,TO_DO_for_baby
