variable_name,units,value,data_reference
r_abdominal_aorta,metre,Cantinotti2014,2.62E-03
theta_abdominal_aorta,dimensionless,defined_by_user,0.00E+00
R_T_abdomen,Js_per_m6,to_be_identified,4.53E+09
C_T_abdomen,m6_per_J,try_tiny_terminal_compliances,1.00E-12
R_T_head_L,Js_per_m6,to_be_identified,1.63E+09
C_T_head_L,m6_per_J,try_tiny_terminal_compliances,1.00E-12
R_T_head_R,Js_per_m6,to_be_identified,1.63E+09
C_T_head_R,m6_per_J,try_tiny_terminal_compliances,1.00E-12
R_T_arm_L,Js_per_m6,to_be_identified,4.28E+10
C_T_arm_L,m6_per_J,try_tiny_terminal_compliances,1.00E-12
R_T_arm_R,Js_per_m6,to_be_identified,4.28E+10
C_T_arm_R,m6_per_J,try_tiny_terminal_compliances,1.00E-12
R_T_leg_L,Js_per_m6,to_be_identified,4.53E+09
C_T_leg_L,m6_per_J,try_tiny_terminal_compliances,1.00E-12
R_T_leg_R,Js_per_m6,to_be_identified,4.53E+09
C_T_leg_R,m6_per_J,try_tiny_terminal_compliances,1.00E-12
R_venous_ivc,Js_per_m6,try_tiny_venous_resistance,1.00E+05
C_venous_ivc,m6_per_J,to_be_identified,1.00E-09
I_venous_ivc,Js2_per_m6,03_05_2022_identified,1.13E+05
R_venous_svc,Js_per_m6,try_tiny_venous_resistance,1.00E+05
C_venous_svc,m6_per_J,to_be_identified,1.00E-09
I_venous_svc,Js2_per_m6,03_05_2022_identified,1.13E+05
R_par,Js_per_m6,to_be_identified,9.91E+07
C_par,m6_per_J,try_tiny_terminal_compliances,1.00E-12
I_par,Js2_per_m6,Safaei,1.00E-06
R_pvn,Js_per_m6,to_be_identified,2.49E+07
C_pvn,m6_per_J,to_be_identified,2.10E-09
I_pvn,Js2_per_m6,Safaei,1.00E-06
