variable_name,units,value,data_reference
l_aortic_arch_C94,metre,ADAN_86,43.2111e-03
r_aortic_arch_C94,metre,ADAN_86,11.7401e-03
theta_aortic_arch_C94,dimensionless,defined_by_user,90
E_thoracic_aorta_C96,J_per_m3,ADAN_86,0.4e+6
l_thoracic_aorta_C96,metre,ADAN_86,9.89803e-03
r_thoracic_aorta_C96,metre,ADAN_86,10.4579e-03
theta_thoracic_aorta_C96,dimensionless,defined_by_user,180
E_thoracic_aorta_C100,J_per_m3,ADAN_86,0.4e+6
l_thoracic_aorta_C100,metre,ADAN_86,7.88038e-03
r_thoracic_aorta_C100,metre,ADAN_86,10.2897e-03
theta_thoracic_aorta_C100,dimensionless,defined_by_user,180
E_thoracic_aorta_C104,J_per_m3,ADAN_86,0.4e+6
l_thoracic_aorta_C104,metre,ADAN_86,15.5561e-03
r_thoracic_aorta_C104,metre,ADAN_86,10.0681e-03
theta_thoracic_aorta_C104,dimensionless,defined_by_user,180
E_thoracic_aorta_C108,J_per_m3,ADAN_86,0.4e+6
l_thoracic_aorta_C108,metre,ADAN_86,5.32705e-03
r_thoracic_aorta_C108,metre,ADAN_86,9.87279e-03
theta_thoracic_aorta_C108,dimensionless,defined_by_user,180
E_thoracic_aorta_C112,J_per_m3,ADAN_86,0.4e+6
l_thoracic_aorta_C112,metre,ADAN_86,121.566e-03
r_thoracic_aorta_C112,metre,ADAN_86,8.47543e-03
theta_thoracic_aorta_C112,dimensionless,defined_by_user,180
E_abdominal_aorta_C114,J_per_m3,ADAN_86,0.4e+6
l_abdominal_aorta_C114,metre,ADAN_86,3.24767e-03
r_abdominal_aorta_C114,metre,ADAN_86,7.51533e-03
theta_abdominal_aorta_C114,dimensionless,defined_by_user,180
R_T_trunk_C,Js_per_m6,to_be_identified,0.2e+9
C_T_trunk_C,m6_per_J,to_be_identified,4e-9
E_abdominal_aorta_C136,J_per_m3,ADAN_86,0.4e+6
l_abdominal_aorta_C136,metre,ADAN_86,13.9886e-03
r_abdominal_aorta_C136,metre,ADAN_86,7.42666e-03
theta_abdominal_aorta_C136,dimensionless,defined_by_user,180
E_abdominal_aorta_C164,J_per_m3,ADAN_86,0.4e+6
l_abdominal_aorta_C164,metre,ADAN_86,4.31913e-03
r_abdominal_aorta_C164,metre,ADAN_86,7.29199e-03
theta_abdominal_aorta_C164,dimensionless,defined_by_user,180
E_abdominal_aorta_C176,J_per_m3,ADAN_86,0.4e+6
l_abdominal_aorta_C176,metre,ADAN_86,11.9773e-03
r_abdominal_aorta_C176,metre,ADAN_86,7.18902e-03
theta_abdominal_aorta_C176,dimensionless,defined_by_user,180
E_abdominal_aorta_C188,J_per_m3,ADAN_86,0.4e+6
l_abdominal_aorta_C188,metre,ADAN_86,54.0907e-03
r_abdominal_aorta_C188,metre,ADAN_86,6.79934e-03
theta_abdominal_aorta_C188,dimensionless,defined_by_user,180
E_abdominal_aorta_C192,J_per_m3,ADAN_86,0.4e+6
l_abdominal_aorta_C192,metre,ADAN_86,42.231e-03
r_abdominal_aorta_C192,metre,ADAN_86,6.12422e-03
theta_abdominal_aorta_C192,dimensionless,defined_by_user,180
E_common_iliac_L194,J_per_m3,ADAN_86,0.4e+6
l_common_iliac_L194,metre,ADAN_86,74.0524e-03
r_common_iliac_L194,metre,ADAN_86,4.28142e-03
theta_common_iliac_L194,dimensionless,defined_by_user,180
E_external_iliac_L198,J_per_m3,ADAN_86,0.8e+6
l_external_iliac_L198,metre,ADAN_86,102.358e-03
r_external_iliac_L198,metre,ADAN_86,3.28821e-03
theta_external_iliac_L198,dimensionless,defined_by_user,180
E_common_iliac_R216,J_per_m3,ADAN_86,0.4e+6
l_common_iliac_R216,metre,ADAN_86,76.4393e-03
r_common_iliac_R216,metre,ADAN_86,4.30633e-03
theta_common_iliac_R216,dimensionless,defined_by_user,180
E_external_iliac_R220,J_per_m3,ADAN_86,0.8e+6
l_external_iliac_R220,metre,ADAN_86,102.358e-03
r_external_iliac_R220,metre,ADAN_86,3.28821e-03
theta_external_iliac_R220,dimensionless,defined_by_user,180
E_femoral_L200,J_per_m3,ADAN_86,0.8e+6
l_femoral_L200,metre,ADAN_86,31.5982e-03
r_femoral_L200,metre,ADAN_86,3.17347e-03
theta_femoral_L200,dimensionless,defined_by_user,180
E_femoral_R222,J_per_m3,ADAN_86,0.8e+6
l_femoral_R222,metre,ADAN_86,31.5982e-03
r_femoral_R222,metre,ADAN_86,3.17347e-03
theta_femoral_R222,dimensionless,defined_by_user,180
R_T_leg_L,Js_per_m6,to_be_identified,0.28e+9
C_T_leg_L,m6_per_J,to_be_identified,400e-12
R_T_leg_R,Js_per_m6,to_be_identified,0.28e+9
C_T_leg_R,m6_per_J,to_be_identified,400e-12
R_venous_lb,Js_per_m6,small_chosen,0.1e-6
C_venous_lb,m6_per_J,to_be_identified,1.0e-6
I_venous_lb,Js2_per_m6,small_chosen,0.1e-6
R_venous_ub,Js_per_m6,small_chosen,0.1e-6
C_venous_ub,m6_per_J,to_be_identified,1.0e-6
I_venous_ub,Js2_per_m6,small_chosen,0.1e-6
R_venous_ivc,Js_per_m6,small_chosen,0.1e-6
C_venous_ivc,m6_per_J,to_be_identified,1.0e-6
I_venous_ivc,Js2_per_m6,small_chosen,0.1e-6
R_venous_svc,Js_per_m6,small_chosen,0.1e-6
C_venous_svc,m6_per_J,to_be_identified,1.0e-6
I_venous_svc,Js2_per_m6,small_chosen,0.1e-6
R_par,Js_per_m6,Blanco_2013_Table_8,10.664e+6
C_par,m6_per_J,to_be_identified,0.0309077e-8
I_par,Js2_per_m6,Blanco_2013_Table_8,1.0e-6
R_pvn,Js_per_m6,Blanco_2013_Table_8,1.333e+6
C_pvn,m6_per_J,to_be_identified,0.60015e-8
I_pvn,Js2_per_m6,Blanco_2013_Table_8,1.0e-6
